max_depth,max_features,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,score,generalization_score
9.0,0.258943323491781,0.14545236945647202,0.07301276842154,0.6053358137165971,0.32727366913738304,0.10716705381339528,0.08055555555555556
3.0,0.025916788312907002,0.025733601650414002,0.055597475198167004,0.011471547768812,0.059174926217381005,0.2581881533101046,0.23055555555555557
10.0,0.035954977598076004,0.338127450990065,0.099695146946049,0.011165009283219,0.088018302545044,0.10716705381339528,0.08055555555555556
5.0,0.06735821318219401,0.141762540885659,0.148435914494946,0.075680665183566,0.018413537756286,0.10716705381339528,0.08055555555555556
9.0,0.360764343380227,0.153181766188089,0.023722057013521,0.059463312150988004,0.38253570233160905,0.10716705381339528,0.08055555555555556
10.0,0.6816,0.0048,0.0162,0.1815,0.0173,0.6005734610917538,0.5527777777777778
10.0,0.9899,0.0001,0.0101,0.2499,0.0101,0.5094028261711189,0.4666666666666667
10.0,0.7456,0.0001,0.0101,0.0101,0.0201,0.7626838946960898,0.7444444444444445
15.0,0.9489,0.0001,0.0101,0.0999,0.0101,0.7438927603561749,0.6972222222222222
15.0,0.9899,0.0001,0.0101,0.1099,0.0101,0.7230013550135501,0.6861111111111111
10.0,0.8265,0.0296,0.0101,0.0101,0.0101,0.6889493805652342,0.6972222222222222
14.0,0.4949,0.0071,0.0174,0.0293,0.2763,0.26862659698025554,0.24444444444444444
14.0,0.6152,0.02,0.0101,0.0899,0.0101,0.6917029616724738,0.625
10.0,0.5825,0.04,0.0101,0.0101,0.0101,0.5637267711962834,0.6333333333333333
15.0,0.9899,0.0001,0.0101,0.2099,0.0101,0.5587858110723964,0.5166666666666667
15.0,0.9899,0.0001,0.0101,0.0101,0.0101,0.8072130274874179,0.7888888888888889
11.0,0.8571,0.0025,0.0101,0.012,0.0101,0.8002516453735966,0.7972222222222223
14.0,0.8765,0.0189,0.0119,0.0356,0.0312,0.7084325396825397,0.7055555555555556
11.0,0.8649,0.0001,0.0101,0.0101,0.0101,0.786333720480062,0.7805555555555556
15.0,0.9899,0.0001,0.0101,0.1415,0.0101,0.6951727642276423,0.6694444444444444
12.0,0.8779,0.0001,0.0101,0.0101,0.0101,0.7912141889276036,0.8027777777777778
14.0,0.8999,0.0001,0.0101,0.0101,0.0101,0.8009630274874178,0.7944444444444444
15.0,0.9489,0.0001,0.0101,0.0101,0.0101,0.8009606078203639,0.7888888888888889
14.0,0.9866,0.0001,0.0101,0.0101,0.0101,0.8072130274874179,0.7888888888888889
14.0,0.9899,0.01,0.0101,0.0101,0.0101,0.7842528068137824,0.7666666666666667
14.0,0.9822,0.0001,0.0111,0.0667,0.0111,0.7765897212543553,0.7555555555555555
11.0,0.8714,0.0012,0.0199,0.29,0.0299,0.47807539682539685,0.48055555555555557
14.0,0.9342,0.0001,0.0101,0.0101,0.0101,0.8086067557104142,0.7722222222222223
11.0,0.915,0.0001,0.0148,0.1484,0.0348,0.6854529616724739,0.7111111111111111
14.0,0.9549,0.0001,0.0101,0.0101,0.0101,0.8058144599303135,0.7972222222222223
