C,gamma,tol,score,generalization_score
20.3228544324115,0.00010615152355600001,0.00157997389536,1.0200832793015289,1.0016437460749872
20.228662931987557,0.000263249649781,0.00020957490791900001,1.024532595592494,1.0148124014034812
4.110985094345334,0.000416170187692,0.00015798603319000003,1.0177891252715017,0.999195870268154
6.316577446325136,0.00041795914565300005,0.0013078814409400001,1.0214393089979492,1.0035670465822333
2.533610417321417,0.00032627073497700003,5.467130776888184e-05,1.0164769562874456,0.9932941136370786
1.2308354609940126,0.00020637258303859773,0.0034688338617521663,1.0143192811666646,0.9906580714380298
1.2586355668764384,0.00010000115129917385,0.01,1.0142315747067459,0.9902195299464412
1.274089685919111,0.0004893763754054019,0.0026917523445435733,1.015489486693887,0.9920080350889403
1.1295357994976882,0.00018673726769449743,0.09964775069312759,1.0147257505750802,0.9930983991667357
1.1035702899640147,0.0004968919947063696,3.9300303114036414e-05,1.0151520381036332,0.9916523130119542
1.4719735289779448,0.0006029954012473598,0.006028915542635642,1.0165579808663492,0.9936517265772573
1.0794437099844534,0.00023192950441796288,0.0078124976551028884,1.0143036594821324,0.9906078053310883
1.0675789450994941,0.000356291121334064,0.00010000002302585354,1.0146166071623293,0.9911437844224497
1.1681537298613247,0.0007526949460752551,0.008342273038738978,1.0164701146115922,0.9935203460301364
1.0380063253450658,0.0009999976974175576,0.000688211618220182,1.0167401810944336,0.9946441194274809
1.057791322499501,0.0009997973930393799,0.02299282850031603,1.0168687772959486,0.9948231423801621
5.103874653873108,0.0009999953948404182,0.026007990628614527,1.023130754345401,1.0115161768902838
1.005078539490737,0.0009998457386982678,0.09999976974175581,1.017466711533047,0.9945651719095443
16.916090502776346,0.0007245243734681861,0.0061628826751403305,1.024181933545868,1.03694368351652
1.2554516736871386,0.0007041561877715079,0.001870603747240879,1.0165242672081218,0.9935788168667173
1.001843765724026,0.00047159587748553026,0.001519207514858167,1.014821763961777,0.9914080334575851
1.0002302850208247,0.0009999976974175576,0.09999988487081161,1.0174479796261349,0.9945375693414543
1.0349038438261167,0.0003987576243788043,0.003981071705534973,1.0146407467337717,0.9911604637489225
1.220112847031931,0.00020439393274385823,0.026926202028534515,1.0140738998446992,0.990601013134472
1.0057730630017383,0.00041597765276686746,0.0074514758799219824,1.0146433092063805,0.9911821098199503
1.0034598491478393,0.000752883882497765,0.0009999997697415176,1.0160064654081467,0.992654727620059
1.1217601297471242,0.000721778597464641,0.000688211618220182,1.0162888658830909,0.9930000930647318
1.007395484811251,0.000999772070055771,0.00040293287258344365,1.0166777903634705,0.9944005962322894
1.0411181076233396,0.0003076904379839256,0.09770099800229486,1.01492167832347,0.9941401643089915
1.3477210138513505,0.0009999907897020428,0.00011065361329663415,1.0168713184487372,0.9969265620190092
