max_depth,max_features,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,score,generalization_score
9.0,0.267458909988376,0.30138168803582105,0.083360328995513,0.070058434405707,0.123505898079574,1.0038413691840868,1.073364869284793
7.0,0.6020791473690711,0.48183138025051403,0.044472480364563007,0.38018445062536704,0.078331441745601,1.0086350291947825,1.0733648692847932
9.0,0.7033204209752381,0.035518029098943006,0.014036718835817,0.010973585341781,0.25544111374655504,0.8780618306708646,1.0500517219582113
12.0,0.544787159447375,0.48930917111638206,0.22425114674628402,0.08335745696734101,0.20856784511275603,1.0086350291947825,1.0733648692847932
3.0,0.18925567537030202,0.07167664370452301,0.39507149928225904,0.110006634215878,0.050218066274631004,1.0086350291947825,1.0733648692847932
10.0,0.4523,0.0001,0.0191,0.0356,0.2554,0.8817707525585616,0.9804782364036027
10.0,0.7935,0.0001,0.0123,0.0267,0.4793,0.9755630586480205,1.0770716892966161
7.0,0.3631,0.0001,0.0101,0.0181,0.3401,0.955247150129422,1.0315861743402273
9.0,0.6723,0.0045,0.0123,0.0267,0.4793,0.9688356211240027,1.0793307880746972
12.0,0.5031,0.0001,0.0101,0.0154,0.2554,0.8877377131821327,1.0267232427148267
13.0,0.1989,0.0867,0.0101,0.0145,0.2234,0.9231216116500878,1.0382965951528462
10.0,0.83,0.0001,0.0101,0.011,0.0101,0.5971924325132318,0.7207998705684819
10.0,0.465,0.0045,0.0101,0.0279,0.0101,0.5946249558553376,0.6814250282416217
7.0,0.9899,0.0001,0.0101,0.0101,0.0101,0.6170857238824986,0.7514260078634389
9.0,0.1936,0.0001,0.0101,0.0195,0.0101,0.6563753223914711,0.7127930216682562
7.0,0.8345,0.0001,0.0101,0.011,0.2554,0.8693977895518735,1.0616134674822084
10.0,0.8354,0.0001,0.0101,0.0106,0.0477,0.6187044821177624,0.7756215527080079
11.0,0.6145,0.0498,0.0101,0.0283,0.0101,0.6745607535683373,0.7925192553020228
10.0,0.5545,0.0523,0.0101,0.0234,0.0101,0.6863146465953625,0.7838669234759896
9.0,0.1215,0.0001,0.0101,0.0101,0.0101,0.7531525143916231,0.7297460856791063
12.0,0.5325,0.0001,0.0101,0.0147,0.0101,0.6005151294146491,0.6997643069857412
9.0,0.6355,0.0045,0.0101,0.0101,0.0101,0.6442392424127044,0.7212735438631316
14.0,0.4412,0.0002,0.0102,0.0299,0.021,0.6210788213515567,0.6982417754583108
13.0,0.4235,0.0054,0.0179,0.0938,0.0213,0.6208423449696752,0.7242319816480004
12.0,0.9821,0.0001,0.0101,0.0101,0.0101,0.608865138289637,0.7189148303406065
8.0,0.62,0.0199,0.0101,0.0101,0.0101,0.6497946785774491,0.7336781272492376
13.0,0.5079,0.1094,0.0104,0.02,0.0259,0.7880494525695172,0.9310748429523895
13.0,0.2351,0.0001,0.0101,0.0101,0.0101,0.5941773549320557,0.6629462981812675
10.0,0.4075,0.02,0.0101,0.0101,0.0101,0.5896882413709952,0.7201043265413867
15.0,0.725,0.0001,0.0101,0.0101,0.0101,0.580479413838993,0.8055083589993777
