max_depth,max_features,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,score,generalization_score
7.0,0.27384505982301605,5.7187408672443325e-05,0.032434060996912005,0.019627781772875,0.01432419850735,0.6561144561105763,0.7082950305177205
4.0,0.048934273926388,0.19838373711533402,0.081415282032941,0.068637163305826,0.143931321718827,1.0046549501938002,1.0733648692847932
4.0,0.56546022421217,0.013693796598963002,0.13590065737339302,0.06804373593266101,0.087962053186335,0.8574544861747139,0.9813468035503806
3.0,0.024850681527716002,0.40037228433776806,0.43306383724353503,0.042216314909836,0.147965672086171,1.0086350291947825,1.0733648692847932
13.0,0.609970094480184,0.042522105684888005,0.011641534821384001,0.02182325676209,0.304953075049531,0.9138476779983193,1.0269619138691266
12.0,0.2049,0.0001,0.0101,0.0293,0.053,0.6796555623292058,0.748320303825215
8.0,0.1465,0.0147,0.0111,0.0101,0.0155,0.6425104038553291,0.6893747116546599
10.0,0.1199,0.0001,0.0101,0.0101,0.0101,0.7451788119819341,0.7044733274233357
6.0,0.1186,0.0132,0.0103,0.0102,0.0445,0.6959050103417498,0.8381414984308492
12.0,0.2917,0.0089,0.0101,0.0101,0.0101,0.618352091147479,0.6260544160419824
10.0,0.9876,0.0001,0.0101,0.0102,0.0101,0.6216766356134082,0.7360633716933134
13.0,0.9899,0.0001,0.0101,0.0101,0.0101,0.6097842539826696,0.7189699557944248
14.0,0.6697,0.0001,0.0101,0.0293,0.0101,0.6396167425179767,0.8055083589993777
12.0,0.2244,0.0266,0.0101,0.0101,0.0101,0.6744171404371124,0.720638052146132
10.0,0.6924,0.0169,0.0103,0.0102,0.0101,0.5840077574236129,0.7894860655276089
11.0,0.2789,0.0101,0.0101,0.0789,0.0101,0.5810610245329532,0.7040294043504534
11.0,0.3801,0.1356,0.0101,0.0101,0.0101,0.854632264551211,0.983329706251952
9.0,0.2278,0.0222,0.0102,0.0152,0.0102,0.6719050689012602,0.6877688416636681
11.0,0.7523,0.0178,0.0277,0.0204,0.0277,0.6557781511526368,0.7869146905066736
14.0,0.1769,0.0001,0.0101,0.0101,0.0101,0.6310491837420205,0.7006545207964986
15.0,0.3769,0.005,0.0101,0.0101,0.0101,0.5988240683794438,0.762499921180011
15.0,0.4713,0.0225,0.0102,0.0105,0.0499,0.6620479593233214,0.7525968878345435
10.0,0.3842,0.0101,0.0101,0.1509,0.0101,0.6167908914080995,0.7352856939417378
15.0,0.9899,0.0001,0.0101,0.0101,0.0101,0.6152649271450363,0.7188124807829268
15.0,0.0101,0.0001,0.0101,0.0101,0.0101,0.736295681292592,0.6966686779890472
15.0,0.1089,0.0001,0.0101,0.0101,0.0101,0.736295681292592,0.6966686779890472
11.0,0.3293,0.0101,0.0101,0.0101,0.0101,0.6560111071078003,0.6634616297913583
10.0,0.1901,0.005,0.0101,0.0211,0.0101,0.6857477272751256,0.6997778178167637
15.0,0.4701,0.0012,0.0176,0.0838,0.0389,0.6576135038265446,0.7464824584509405
15.0,0.3634,0.015,0.0101,0.0101,0.0101,0.6255805253809585,0.7091703801955171
