alpha,batch_size,depth,learning_rate_init,width,acc,bal_acc,f1,precision,generalization_score,time_init,time_final,score
0.00027825593,64,2,0.0059948424,101,0.8289855072463768,0.83106960950764,0.8278858381338319,0.8323664874679073,0.8289855072463768,1700151031.2766871,1700151031.342922,0.9297560975609758
0.0021544348,25,3,1.0,64,0.518840579710145,0.5613752122241087,0.40741176470588236,0.341505016722408,0.518840579710145,1700151031.3442352,1700151031.3882039,0.5239024390243903
0.016681006,40,2,0.27825594,25,0.863768115942029,0.866213921901528,0.8627121223287115,0.8701187574590664,0.863768115942029,1700151031.3902707,1700151031.4338315,0.8604878048780489
7.742637e-08,4,3,0.07742637,645,0.553623188405797,0.5032258064516129,0.3620602627402574,0.3761722080136402,0.553623188405797,1700151031.435902,1700151031.480207,0.5590243902439025
1.0,101,2,0.07742637,25,0.863768115942029,0.86383701188455,0.8623775415007656,0.8684150876587708,0.863768115942029,1700151031.482257,1700151031.525698,0.838048780487805
0.0021544348,6,2,0.0004641589,256,0.8376811594202898,0.8395585738539898,0.8368391893862969,0.8369930195665489,0.8376811594202898,1700151034.9437382,1700151034.9929292,0.9365853658536585
1.0,10,3,0.00012915497,161,0.8927536231884057,0.8943123938879457,0.89208014571949,0.8924769533593063,0.8927536231884057,1700151039.0712302,1700151039.1176376,0.838048780487805
1.0,6,3,0.00012915497,256,0.5507246376811594,0.5,0.3551401869158878,0.2753623188405797,0.5507246376811594,1700151042.1029432,1700151042.1484945,0.5560975609756098
1.0,6,3,0.0004641589,256,0.5507246376811594,0.5,0.3551401869158878,0.2753623188405797,0.5507246376811594,1700151044.265026,1700151044.3233383,0.5560975609756098
0.016681006,16,2,0.00012915497,645,0.8492753623188405,0.8530560271646859,0.8488669373168533,0.8499545878957644,0.8492753623188405,1700151093.627245,1700151093.6780427,0.9346341463414634
0.00027825593,6,1,0.0016681006,645,0.8289855072463768,0.8334465195246179,0.8284348411283713,0.8322046321564578,0.8289855072463768,1700151096.9754794,1700151097.0420144,0.9346341463414634
4.641589e-06,4,1,0.0004641589,256,0.8231884057971015,0.8269949066213923,0.822463519211995,0.8265898065898067,0.8231884057971015,1700151099.4298198,1700151099.4865456,0.9297560975609755
0.00027825593,16,3,0.0004641589,256,0.8434782608695652,0.8442275042444822,0.8424892213642212,0.8417664823914823,0.8434782608695652,1700151153.4074302,1700151153.4766104,0.937560975609756
3.5938137e-05,4,2,0.021544347,256,0.8202898550724638,0.819609507640068,0.81859222495434,0.8205012543539729,0.8202898550724638,1700151157.714083,1700151157.7861624,0.9190243902439026
1.0,4,2,0.00012915497,645,0.5507246376811594,0.5,0.3551401869158878,0.2753623188405797,0.5507246376811594,1700151159.9652255,1700151160.0259404,0.5560975609756098
4.641589e-06,4,3,0.0004641589,645,0.8492753623188406,0.8506791171477079,0.8483942450243819,0.84942947402633,0.8492753623188406,1700151212.8778274,1700151212.945042,0.9307317073170731
1e-08,6,1,0.0016681006,645,0.8260869565217391,0.8296264855687606,0.8254309464411679,0.8282765583145908,0.8260869565217391,1700151215.9996626,1700151216.0595572,0.9248780487804877
1e-08,4,1,3.5938137e-05,1024,0.8608695652173912,0.8612054329371817,0.8598519622454048,0.8599168726742257,0.8608695652173912,1700151273.2203653,1700151273.270283,0.9278048780487804
1e-08,6,2,0.0059948424,256,0.8260869565217392,0.8254668930390492,0.8246933170078783,0.8245997175167381,0.8260869565217392,1700151275.9821274,1700151276.052385,0.9219512195121953
0.00027825593,4,2,0.0004641589,406,0.83768115942029,0.8407470288624788,0.837148675168518,0.8380761940320763,0.83768115942029,1700151332.0841079,1700151332.1428308,0.9346341463414634
3.5938137e-05,4,3,0.0004641589,645,0.8318840579710145,0.8348896434634974,0.8311966975297401,0.8340156157368157,0.8318840579710145,1700151335.390746,1700151335.4459603,0.9258536585365853
5.994842e-07,4,3,0.0004641589,161,0.8405797101449275,0.8415959252971137,0.839685406277872,0.839101371711666,0.8405797101449275,1700151337.4684057,1700151337.5333862,0.9229268292682928
1e-08,16,3,0.0004641589,645,0.8521739130434782,0.8533106960950764,0.8512149507697767,0.851643017922854,0.8521739130434782,1700151452.997462,1700151453.0543926,0.9356097560975609
1e-08,4,3,0.0004641589,256,0.8405797101449275,0.8433786078098472,0.8399724998439745,0.8407203809042045,0.8405797101449275,1700151455.184465,1700151455.2467787,0.9307317073170731
0.00027825593,4,1,0.021544347,645,0.8318840579710145,0.8366723259762309,0.8311655237206519,0.8368375580888754,0.8318840579710145,1700151514.8921223,1700151514.9424305,0.918048780487805
1e-08,6,2,0.0004641589,256,0.8376811594202898,0.8401528013582343,0.8369434407669701,0.8378589695501462,0.8376811594202898,1700151573.407258,1700151573.45727,0.9346341463414634
1e-08,4,2,0.00012915497,101,0.8492753623188405,0.8500848896434634,0.8480931013449005,0.8491373842133803,0.8492753623188405,1700151575.660719,1700151575.7107172,0.9346341463414634
1e-08,10,1,1e-05,1024,0.8840579710144927,0.8864176570458404,0.8835156361337868,0.8831687359628536,0.8840579710144927,1700151634.2413375,1700151634.313048,0.8692682926829269
7.742637e-08,101,1,3.5938137e-05,1024,0.8811594202898549,0.8843803056027164,0.8807388109442904,0.8807613954672778,0.8811594202898549,1700151694.397434,1700151694.4704118,0.8643902439024391
4.641589e-06,16,3,0.0004641589,256,0.8521739130434782,0.8533106960950764,0.8513085341835341,0.850959947246712,0.8521739130434782,1700151696.7786562,1700151696.848332,0.937560975609756
