colsample_bytree,eta,max_depth,reg_lambda,acc,bal_acc,f1,precision,generalization_score,time_init,time_final,score
0.6000000238418579,0.09921256452798843,3.0,2.1601195335388184,0.8047058823529413,0.8051623376623376,0.7992762267755379,0.8107359677558094,0.8047058823529413,1700199040.2674127,1700199040.2829568,0.9103174603174604
0.8999999761581421,0.4629373550415039,2.0,0.02126234397292137,0.8094117647058823,0.8100324675324676,0.8061809296069535,0.8161031119909838,0.8094117647058823,1700199040.2840137,1700199040.2990646,0.9047619047619048
0.10000000149011612,0.02126234397292137,1.0,0.4629373550415039,0.7670588235294118,0.768560606060606,0.7644838089178578,0.7733098052091001,0.7670588235294118,1700199040.3005307,1700199040.3154202,0.8753968253968253
0.699999988079071,0.009843133389949799,13.0,2.1601195335388184,0.804705882352941,0.8054870129870131,0.8002030233224626,0.8044991321078279,0.804705882352941,1700199040.3168268,1700199040.3315525,0.9174603174603175
0.10000000149011612,0.045929204672575,3.0,0.4629373550415039,0.6917647058823528,0.6916558441558441,0.6944856683861345,0.7030390387342986,0.6917647058823528,1700199040.3329642,1700199040.3476706,0.8904761904761905
0.8999999761581421,0.009843133389949799,13.0,47.0315055847168,0.8070588235294118,0.8076298701298702,0.8042951626761172,0.8109986872592413,0.8070588235294118,1700199041.9256117,1700199041.9627929,0.9174603174603175
0.30000001192092896,0.009843133389949799,8.0,47.0315055847168,0.7976470588235294,0.7983549783549784,0.791207265899577,0.8045291133548846,0.7976470588235294,1700199045.3246446,1700199045.3596609,0.915873015873016
0.4000000059604645,0.02126234397292137,13.0,0.4629373550415039,0.8188235294117647,0.8196753246753248,0.8150167507441186,0.8202738619602431,0.8188235294117647,1700199047.1710603,1700199047.2065074,0.9126984126984128
0.8999999761581421,0.21431098878383636,5.0,47.0315055847168,0.8047058823529412,0.8054761904761905,0.802245354551576,0.8086603060196411,0.8047058823529412,1700199049.9219484,1700199049.9591382,0.9134920634920636
0.800000011920929,0.045929204672575,13.0,10.079368591308594,0.7999999999999999,0.8008333333333334,0.795557069627421,0.8012242739144912,0.7999999999999999,1700199101.1491609,1700199101.1833045,0.9166666666666667
0.699999988079071,0.009843133389949799,20.0,0.09921256452798843,0.8023529411764705,0.8032251082251083,0.7968594623490111,0.8013937584154975,0.8023529411764705,1700199103.8639107,1700199103.8991954,0.9134920634920635
0.8999999761581421,0.4629373550415039,13.0,219.45445251464844,0.8094117647058824,0.810021645021645,0.8062056614389048,0.8163566626610104,0.8094117647058824,1700199105.9342058,1700199105.968557,0.9142857142857144
0.800000011920929,0.004556754138320684,32.0,219.45445251464844,0.8188235294117647,0.8193398268398268,0.8142966460962454,0.8249656478786913,0.8188235294117647,1700199108.813748,1700199108.8505747,0.9111111111111112
0.800000011920929,0.09921256452798843,13.0,47.0315055847168,0.8117647058823529,0.8125108225108225,0.8090764060765693,0.8145022962609447,0.8117647058823529,1700199163.4748151,1700199163.5107436,0.9198412698412699
0.5,0.0021094917319715023,50.0,10.079368591308594,0.7976470588235295,0.798452380952381,0.7931371254211275,0.7987071805006588,0.7976470588235295,1700199165.8744407,1700199165.910981,0.9166666666666667
0.8999999761581421,0.004556754138320684,13.0,2.1601195335388184,0.8047058823529412,0.8055952380952381,0.7999929771070984,0.8047998378433161,0.8047058823529412,1700199221.393165,1700199221.4282908,0.9126984126984127
0.8999999761581421,0.02126234397292137,13.0,10.079368591308594,0.7905882352941177,0.7913961038961039,0.7875575049628744,0.7917859177267745,0.7905882352941177,1700199223.337088,1700199223.374694,0.9126984126984128
0.30000001192092896,0.004556754138320684,20.0,10.079368591308594,0.7976470588235294,0.7985714285714287,0.7919903822256038,0.8009916125541126,0.7976470588235294,1700199225.2001402,1700199225.2372959,0.9166666666666667
0.800000011920929,0.02126234397292137,20.0,2.1601195335388184,0.7976470588235294,0.7985606060606061,0.7931634179612058,0.7968214122833688,0.7976470588235294,1700199282.064326,1700199282.0997953,0.9142857142857144
0.10000000149011612,0.009843133389949799,50.0,219.45445251464844,0.7223529411764706,0.7238311688311688,0.7166256719810408,0.720260528970887,0.7223529411764706,1700199283.5309029,1700199283.5642998,0.8539682539682539
0.699999988079071,0.02126234397292137,8.0,10.079368591308594,0.8047058823529412,0.8057034632034632,0.8007046637928823,0.8086016429222951,0.8047058823529412,1700199341.4965944,1700199341.534134,0.9142857142857144
0.6000000238418579,0.0009765625,50.0,1024.0,0.7858823529411765,0.7873160173160173,0.7800921774041644,0.7919249805171609,0.7858823529411765,1700199401.509771,1700199401.5439723,0.9023809523809524
0.20000000298023224,0.21431098878383636,32.0,2.1601195335388184,0.7952941176470589,0.7962987012987013,0.7904392931310013,0.7988632645376066,0.7952941176470589,1700199404.22044,1700199404.254804,0.9103174603174604
0.800000011920929,0.09921256452798843,13.0,2.1601195335388184,0.8047058823529412,0.8054870129870131,0.801013516655715,0.804607973548191,0.8047058823529412,1700199461.7010224,1700199461.7382865,0.9142857142857143
0.8999999761581421,0.004556754138320684,13.0,47.0315055847168,0.8070588235294118,0.8076298701298702,0.8042951626761172,0.8109986872592413,0.8070588235294118,1700199463.420195,1700199463.455836,0.9174603174603175
0.6000000238418579,0.004556754138320684,3.0,0.02126234397292137,0.8211764705882353,0.8217316017316018,0.8164774413549915,0.828204688864359,0.8211764705882353,1700199522.0764904,1700199522.1115735,0.9103174603174604
0.800000011920929,0.045929204672575,20.0,0.4629373550415039,0.8094117647058823,0.8104761904761905,0.8049571315477659,0.8077844464311856,0.8094117647058823,1700199581.935307,1700199581.9708652,0.9150793650793652
