n_estimators,learning_rate,score,generalization_score
63,1.6646722614124752,1.2808131534897729,0.703347818363794
87,1.722894536960943,1.2207263832723938,0.6380608728639928
66,0.008354270566129,1.0087501085872044,0.41800122301186693
37,0.000192116597574,1.0077254524232686,0.4112901240972065
35,0.024452630570839,1.0117815874537976,0.4209264640127345
96,0.0049,1.0096689887741324,0.4161118073730204
90,0.0063,1.0139833946191754,0.4220951328649628
68,0.0078,1.0106738761544638,0.4184389110313864
80,0.0086,1.0091129500883276,0.4258980005423648
85,0.0089,1.0090655343843002,0.41895143230699067
83,0.0088,1.0094819116199942,0.425080066478246
53,0.0172,1.011370884156181,0.41777496464441466
82,0.0103,1.0086517996710254,0.4262901037496341
82,0.0135,1.009104870628818,0.41469751095312185
80,0.0088,1.0092720337707601,0.4255390884174481
