n_estimators,learning_rate,score,generalization_score
91.0,0.0007302585582140001,0.9161649082836322,0.8432478645866948
87.0,0.110962953351353,0.8250962506669042,0.7861718196647451
64.0,0.000509707317029,0.9200459348754315,0.8467694524386156
30.0,0.31052829556572503,0.8874838784045809,0.8436851703344638
91.0,0.146155620802551,0.840526914985525,0.7865049931843728
100.0,0.9999953948404178,0.7733928579482782,0.7091542241095958
100.0,0.09999976974175581,0.8161064733740131,0.752632043837449
87.0,0.48157285622230916,0.7674244794445177,0.7249342413084595
66.0,0.29184415515802115,0.8209599232214251,0.7656312450326338
33.0,0.8625275981204512,0.78655043184533,0.7492917695909305
69.0,0.4545953614443105,0.7906371340069673,0.7524677948796866
100.0,0.6058777445016372,0.7908390091093156,0.7059560270403926
30.0,0.012424187587590696,0.9126474453155534,0.8642291790832669
87.0,0.5509649857762742,0.7870541967541017,0.7444003833587591
100.0,0.5156060445144588,0.7776614239971732,0.6735568496061035
100.0,0.37655203586601543,0.8044332707936064,0.7689970639332045
66.0,0.1000002302587744,0.8499601920846025,0.7813271198438272
15.0,0.10000138156059925,0.8917722554783092,0.8929612617196219
10.0,0.1000002302587744,0.9262243836216607,0.9152367156384733
84.0,0.581039958320135,0.7997539438261148,0.7419369501439809
10.0,0.08679126133436049,0.8986875952246145,0.9684445380718969
25.0,0.1720834086401625,0.8372208040734375,0.8180245864445816
100.0,0.2623415015724076,0.8109878630692737,0.745500691779846
33.0,0.4256650567571903,0.8580406062568453,0.7901470537848075
43.0,0.1,0.8643979513619795,0.8213625285692743
47.0,0.4974311751318709,0.8379199705142758,0.7338651497486043
100.0,0.737197748235305,0.77173803516842,0.734633712336625
43.0,0.505241481577313,0.8032644550144841,0.7561142191705086
59.0,0.5206093935719615,0.8024188241829417,0.7302800549953045
76.0,0.1708948597426541,0.806881233428242,0.8009060617324204
