hidden_layer_sizes,alpha,batch_size,learning_rate_init,power_t,momentum,score,generalization_score
185.0,0.000108685594791,215.0,0.002729872765365,0.371717949499384,0.0026566298800650002,0.974185078517311,0.8230813335078954
84.0,0.155067725021613,227.0,0.0034029253146690003,0.101140030174416,0.052097967219698005,1.0762460569778078,0.9008260771327978
104.0,0.042149422583877,104.0,0.017692572850768,0.384147239692245,0.0062994922760190005,0.9638305184866358,0.8110485239842095
147.0,0.7351443178574231,15.0,1.4425186853193611e-05,0.7975590482703061,0.021819944836148002,1.2230653571562602,1.0934502357379738
116.0,2.47889002222658e-05,52.0,0.029075757573501,0.638161187869686,0.595741010417508,0.9759358189063159,0.8339922585472422
109.0,0.02043574618303243,12.0,0.004837175004012454,0.429,0.00873,0.9953331399437471,0.8217412730312945
143.0,0.0023791860238966075,21.0,0.08425424669786999,0.345,0.18538,0.9413233272361309,0.7277589326169148
157.0,0.00826634258613043,31.0,0.054331262889387714,0.648,0.19369,1.0103805546857185,0.8344016581571857
117.0,0.0010292090585882377,23.0,0.005985946073124439,0.684,0.21752,1.110405315658452,0.903234591145315
149.0,0.007061581893296587,23.0,0.018354358070860187,0.728,0.12987,0.9883210296047693,0.8306394179815172
73.0,0.002523063610968047,45.0,0.045612576000223067,0.236,0.42897,0.931346847713986,0.7816460643713441
57.0,5.7440088451353134e-05,35.0,0.06118920349701422,0.261,0.31487,0.9638315722387899,0.7610485378112993
65.0,0.0018022627226241923,127.0,0.05169048415820498,0.246,0.45521,0.9670046533208773,0.8031505102506884
61.0,0.0014330165298024912,14.0,0.0021436654086691427,0.53,0.19158,1.0365798135972437,0.8938522081536115
69.0,0.01451425336561359,91.0,0.0039008145153703725,0.421,0.11911,1.005127833835607,0.8423980247092445
115.0,0.00017545611142252065,22.0,0.09998337671744935,0.362,0.27215,0.883308620780458,0.7471567290292096
111.0,0.028695896680857248,11.0,0.09996850559645669,0.357,0.99877,0.591633973859665,0.5939670307236774
195.0,0.057693926908162364,17.0,0.002430637533936131,0.147,0.89135,0.8951663933481528,0.7497952897131894
200.0,0.003824314498848273,10.0,0.09999976974175581,0.9,0.999,0.8247452632343364,1.7862870828261006
184.0,0.006279708723593915,12.0,0.00014564111662693224,0.737,0.8335,1.0661533151859923,0.8822319761688748
182.0,0.006356582676682162,28.0,0.001649835332045043,0.686,0.23143,1.007718022247826,0.839006033035256
200.0,0.00012486229123105593,16.0,0.09999562518402118,0.718,0.99709,0.6714050341391065,0.5766604616198869
171.0,0.0026213161306068255,23.0,0.0013104021591377173,0.719,0.53674,1.1188358210387528,0.9224586901428573
200.0,0.0075256375849586405,25.0,0.000752563758495864,0.528,0.52849,1.027724959619824,0.8573846161026236
200.0,0.000752563758495864,25.0,0.0075256375849586405,0.528,0.52849,1.0243241221937465,0.8501396118792691
200.0,0.0021698934057046647,16.0,0.009610082146237731,0.387,0.2039,1.01480192706358,0.8436380153736955
84.0,0.012281921011931015,176.0,0.000752563758495864,0.528,0.52849,1.1449377110211567,0.9781181122912567
200.0,0.1,10.0,0.1,0.9,0.999,0.7956594523386457,1.4798451406252902
200.0,0.001615738970553959,15.0,0.013535936240355893,0.425,0.60618,0.9961499302296535,0.8223618255512695
200.0,0.0001448601731589695,10.0,0.01828938912248679,0.461,0.99847,0.5187243815965227,0.6215472118352973
