hidden_layer_sizes,alpha,batch_size,learning_rate_init,power_t,momentum,score,generalization_score
61.0,1.095706562156234,39.0,0.001893412804339,0.261254081864405,0.0011382453367170002,0.330295566502463,0.16666666666666666
56.0,0.00030713533483000004,32.0,0.006015816920825001,0.137631667310846,0.022872834873117,0.38743842364532016,0.4444444444444444
82.0,0.00132871069682,128.0,0.04499930257575,0.538002241604574,0.8327636100005461,0.38743842364532016,0.3888888888888889
110.0,0.02073154660543,84.0,0.002220648782651,0.182953386555359,0.02310073334057,0.605665024630542,0.4444444444444444
164.0,0.8043116425855961,72.0,0.037347404133724005,0.48478462306302506,0.001153013936524,0.3169950738916256,0.3888888888888889
117.0,0.049313213012615424,45.0,0.00460705397118816,0.311,0.50143,0.3169950738916256,0.3888888888888889
127.0,0.005157892661548359,24.0,0.01741576275791217,0.754,0.64231,0.29556650246305416,0.3888888888888889
127.0,0.026249920956455564,35.0,0.005942657489228786,0.727,0.81465,0.3236453201970443,0.4444444444444444
135.0,0.0031250977053930186,17.0,0.03544460166425532,0.88,0.99795,0.34507389162561575,0.4444444444444444
176.0,0.00012635659086250285,32.0,0.03295940780874074,0.627,0.9976,0.38743842364532016,0.4444444444444444
116.0,0.0017752593144998651,50.0,0.022199398128984582,0.541,0.96963,0.35985221674876844,0.4444444444444444
188.0,0.0729669007331935,15.0,0.0034279091241001636,0.684,0.54851,0.30985221674876845,0.3888888888888889
127.0,0.002166534953208311,68.0,0.09275292197786204,0.556,0.81209,0.33842364532019703,0.4444444444444444
62.0,0.00037798285410039855,111.0,0.07935775987919315,0.62,0.9891,0.3312807881773399,0.4444444444444444
118.0,0.08360306508729806,105.0,0.0934755006733495,0.722,0.9986,0.3169950738916256,0.3888888888888889
55.0,0.008888578248926686,21.0,0.004288158208879733,0.155,0.51197,0.3169950738916256,0.3888888888888889
107.0,0.01277117041376266,17.0,0.09277972907364057,0.503,0.99688,0.35985221674876844,0.4444444444444444
102.0,0.0034333059013262057,149.0,0.00911733893713648,0.836,0.98472,0.32413793103448274,0.3888888888888889
54.0,0.08152270846580376,84.0,0.0019903163011878813,0.827,0.9986,0.3169950738916256,0.3888888888888889
62.0,0.055884002061370425,25.0,0.09275292197786204,0.556,0.83276,0.3169950738916256,0.4444444444444444
64.0,0.09830110505617409,82.0,0.05488653316328883,0.648,0.9628,0.37315270935960587,0.3888888888888889
115.0,0.004130753694869105,73.0,0.051478952352400055,0.81,0.99547,0.39458128078817734,0.4444444444444444
168.0,0.006089147580182087,89.0,0.05509023183385875,0.394,0.99801,0.38743842364532016,0.4444444444444444
113.0,0.0008163486896772,27.0,0.0024538177293176393,0.201,0.96143,0.3169950738916256,0.4444444444444444
165.0,0.002411541277573722,105.0,0.0069012506332737245,0.475,0.98123,0.37315270935960587,0.4444444444444444
176.0,0.0608914758018209,128.0,0.05509023183385875,0.394,0.99801,0.38743842364532016,0.4444444444444444
160.0,0.006730580144676163,225.0,0.0029977616539717893,0.752,0.99696,0.36600985221674875,0.16666666666666666
183.0,0.05584538637262694,148.0,0.09976977665359038,0.539,0.99888,0.37315270935960587,0.3888888888888889
76.0,0.01616632107666397,90.0,0.06672153052133764,0.776,0.91938,0.3169950738916256,0.3888888888888889
159.0,0.003908898558351897,25.0,0.0037048574286812643,0.715,0.90056,0.38743842364532016,0.4444444444444444
