max_depth,max_features,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,score,generalization_score
15.0,0.12361635568470201,0.48634217998244206,0.161502478063277,0.24683810216787802,0.023186415725322002,1.0043711746891228,0.8375444328238856
15.0,0.010290425114510001,0.126491181191721,0.054310392782503006,0.35922287866378605,0.021583731917407003,0.8690253700151407,0.7810428478659245
13.0,0.917294948261656,0.08192112070234901,0.102237798808069,0.010421565748011001,0.045017488943327,0.5898489758774736,0.6233541528957852
2.0,0.8112044630651181,0.21807332343989802,0.401751700754077,0.370834301903653,0.291204965854912,1.0043711746891228,0.8375444328238856
3.0,0.014111397905356001,0.30037136068888404,0.019226752087066,0.29077647894117903,0.049017393208869005,1.0043711746891228,0.8375444328238856
10.0,0.5642,0.0001,0.0111,0.0101,0.011,0.524690543116824,0.6271439715758889
11.0,0.6441,0.3268,0.0143,0.0103,0.2039,0.8005850715752961,0.6618954170922378
15.0,0.94,0.0001,0.0101,0.0101,0.0101,0.5485705521342339,0.6610394873040452
11.0,0.7345,0.0498,0.0103,0.0113,0.0122,0.5413464467171585,0.6321047986423045
15.0,0.7501,0.0001,0.0113,0.0101,0.0103,0.5311382957369389,0.6599269282210278
11.0,0.4284,0.0706,0.0101,0.1246,0.0423,0.583716853171788,0.6301496625406271
10.0,0.1203,0.0159,0.0103,0.0101,0.0101,0.6870299662529009,0.6206898743812376
14.0,0.3125,0.1639,0.0111,0.0111,0.011,0.7230470002498992,0.7107922416844107
11.0,0.7945,0.1821,0.0168,0.0269,0.017,0.6090823325928627,0.6581067194202559
12.0,0.3451,0.0034,0.0101,0.0101,0.0186,0.5396069138421378,0.5614999341036335
13.0,0.5367,0.0528,0.0141,0.0115,0.0159,0.5441449499074336,0.6280765844157804
11.0,0.18,0.0066,0.011,0.0835,0.013,0.6273326752642203,0.5996466158700949
14.0,0.5642,0.0001,0.0111,0.0101,0.011,0.5155189987181356,0.6440877583412733
14.0,0.5666,0.0001,0.0101,0.0101,0.0101,0.53746480251921,0.6440877583412733
11.0,0.5431,0.1678,0.0101,0.0198,0.0106,0.6595889523237481,0.6490545567142906
14.0,0.2214,0.0001,0.0102,0.0165,0.0111,0.5663318032813384,0.6578242019912066
15.0,0.0101,0.0001,0.0101,0.0101,0.0101,0.5883316860734018,0.6645978805702508
11.0,0.6496,0.005,0.0101,0.0101,0.0101,0.5285843143305561,0.6330651502074752
11.0,0.509,0.0001,0.0113,0.0168,0.0104,0.514744540508936,0.6523769592054428
10.0,0.5297,0.0269,0.0101,0.0103,0.0104,0.5252347280909635,0.5976303999995697
11.0,0.981,0.0001,0.0101,0.0101,0.0101,0.5409210399304369,0.6610394873040452
15.0,0.0102,0.0119,0.0124,0.0101,0.0192,0.6820400503460291,0.6395190558083674
9.0,0.2499,0.0199,0.0357,0.0333,0.0121,0.5856623795328412,0.5757769007026665
14.0,0.5156,0.0002,0.0158,0.0108,0.0223,0.5398546904011935,0.6002363678247964
14.0,0.7254,0.1841,0.011,0.0119,0.0101,0.6090823325928627,0.6581067194202559
