max_depth,max_features,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,score,generalization_score
7.0,0.27384505982301605,5.7187408672443325e-05,0.032434060996912005,0.019627781772875,0.01432419850735,0.5685570177554592,0.592598777558773
4.0,0.048934273926388,0.19838373711533402,0.081415282032941,0.068637163305826,0.143931321718827,0.9646612801449098,0.8375444328238856
4.0,0.56546022421217,0.013693796598963002,0.13590065737339302,0.06804373593266101,0.087962053186335,0.5747434304079471,0.5746930998229436
3.0,0.024850681527716002,0.40037228433776806,0.43306383724353503,0.042216314909836,0.147965672086171,1.0043711746891228,0.8375444328238856
13.0,0.609970094480184,0.042522105684888005,0.011641534821384001,0.02182325676209,0.304953075049531,0.5941926198185343,0.6114457336735653
10.0,0.401,0.0175,0.0123,0.0154,0.0101,0.5468240254256552,0.6103276018499666
8.0,0.1302,0.2073,0.0101,0.0101,0.1035,0.9646612801449098,0.8375444328238856
9.0,0.2299,0.1012,0.0132,0.0211,0.1967,0.6699209686549032,0.667959575777935
9.0,0.6069,0.1145,0.0101,0.0114,0.0101,0.5903219105156587,0.6101644913063144
10.0,0.7826,0.0001,0.0101,0.011,0.0101,0.5303320540903913,0.6946300505542764
9.0,0.9875,0.0001,0.0101,0.0101,0.0101,0.5499542887437318,0.6714200128402654
12.0,0.6399,0.0001,0.0101,0.0101,0.0101,0.5391405467764617,0.6157847005154325
13.0,0.515,0.0001,0.0101,0.0101,0.0101,0.53746480251921,0.6440877583412733
11.0,0.215,0.1521,0.0101,0.0101,0.0101,0.7240638991453876,0.7056392346209533
9.0,0.518,0.0001,0.0101,0.0101,0.0101,0.5470622961822368,0.658668810252964
12.0,0.4021,0.0201,0.0238,0.0564,0.0474,0.5509609199029775,0.6134959175408246
12.0,0.1444,0.0217,0.0101,0.0133,0.0101,0.7368274644738593,0.6842660653091595
12.0,0.2851,0.0001,0.0101,0.0103,0.0105,0.5519781124592543,0.6578242019912066
14.0,0.8699,0.0001,0.0101,0.0119,0.0101,0.5385107834512863,0.6802323945668978
8.0,0.5728,0.0575,0.0101,0.0101,0.0149,0.546905016203304,0.6297295380039332
11.0,0.1049,0.0384,0.0199,0.0994,0.1481,0.7579700644256897,0.691586566612421
12.0,0.5251,0.1164,0.0101,0.0101,0.0101,0.601180100964465,0.6339752207769943
7.0,0.2931,0.0457,0.0101,0.0101,0.0101,0.6294842371065057,0.624979197865931
14.0,0.1843,0.0001,0.0101,0.0118,0.0101,0.5883316860734018,0.6645978805702508
13.0,0.4149,0.1765,0.0124,0.0129,0.0108,0.7325586300011796,0.7031092629609182
8.0,0.471,0.0002,0.0185,0.0865,0.1485,0.5844588117705395,0.6179589061090335
13.0,0.1919,0.001,0.0301,0.0584,0.0345,0.6010001317799676,0.6057770247372998
8.0,0.2151,0.01,0.0101,0.0101,0.0149,0.5505367208739058,0.6033288419958833
10.0,0.1687,0.0149,0.0115,0.0292,0.0263,0.7008710358836013,0.6268098329928165
11.0,0.2364,0.0185,0.0101,0.0103,0.0101,0.555662234284737,0.615127945117296
