max_depth,max_features,min_samples_leaf,min_samples_split,acc,bal_acc,f1,precision,generalization_score,time_init,time_final,score
5.0,0.6666666865348816,1.0,8.0,0.8658008658008658,0.865800865800866,0.8611650919242226,0.8742362233613152,0.8658008658008658,1700188696.218653,1700188696.2338805,0.8925764192139738
2.0,0.1111111119389534,5.0,8.0,0.7246753246753247,0.7246753246753247,0.6913278926954367,0.7655896578180462,0.7246753246753247,1700188696.2349207,1700188696.2495332,0.726928675400291
5.0,0.5555555820465088,9.0,32.0,0.864935064935065,0.864935064935065,0.8601203851432038,0.8728263750067218,0.864935064935065,1700188696.2509723,1700188696.2655864,0.8899563318777293
3.0,0.8888888955116272,1.0,32.0,0.6424242424242425,0.6424242424242425,0.5505499166059997,0.5213710499387896,0.6424242424242425,1700188696.2669597,1700188696.2813382,0.6407569141193595
5.0,0.5555555820465088,3.0,5.0,0.8666666666666667,0.8666666666666667,0.8618364488765324,0.8757210054201772,0.8666666666666667,1700188696.282715,1700188696.297069,0.8902474526928676
13.0,0.5555555820465088,1.0,3.0,0.9246753246753247,0.9246753246753245,0.9235730998789983,0.9240219036064444,0.9246753246753247,1700188698.1006174,1700188698.1371129,0.9743813682678312
20.0,0.5555555820465088,1.0,2.0,0.9246753246753247,0.9246753246753247,0.9236770259408715,0.9240207811700762,0.9246753246753247,1700188699.9673746,1700188700.0009701,0.9770014556040756
20.0,0.5555555820465088,3.0,5.0,0.9229437229437228,0.9229437229437231,0.9218494190528488,0.9223071403536975,0.9229437229437228,1700188701.897076,1700188701.9338014,0.9685589519650655
13.0,0.7777777910232544,1.0,2.0,0.92987012987013,0.92987012987013,0.9286260468456733,0.9289438486993544,0.92987012987013,1700188703.6825538,1700188703.718934,0.973216885007278
13.0,0.8888888955116272,1.0,2.0,0.9255411255411254,0.9255411255411254,0.9243094021333661,0.925128696332812,0.9255411255411254,1700188706.0316322,1700188706.0668807,0.9735080058224164
13.0,0.8888888955116272,1.0,2.0,0.9255411255411254,0.9255411255411254,0.9243094021333661,0.925128696332812,0.9255411255411254,1700188756.7318952,1700188756.7647188,0.9735080058224164
13.0,1.0,1.0,2.0,0.9255411255411254,0.9255411255411254,0.9244738398734205,0.9256662804353399,0.9255411255411254,1700188759.2862852,1700188759.3222766,0.973216885007278
13.0,0.5555555820465088,3.0,5.0,0.9246753246753245,0.9246753246753248,0.9236224090823776,0.9241247154627334,0.9246753246753245,1700188761.811534,1700188761.847383,0.9673944687045124
13.0,0.4444444477558136,3.0,2.0,0.9203463203463205,0.9203463203463205,0.9193544413109288,0.9202389719989341,0.9203463203463205,1700188763.2722795,1700188763.2952943,0.9647743813682679
20.0,0.7777777910232544,3.0,3.0,0.9307359307359309,0.9307359307359309,0.9294871044162852,0.929652114208005,0.9307359307359309,1700188764.569802,1700188764.6029344,0.9656477438136827
20.0,0.8888888955116272,1.0,2.0,0.9281385281385282,0.9281385281385282,0.9269179730876788,0.9276788879901465,0.9281385281385282,1700188819.107397,1700188819.1430283,0.9755458515283844
50.0,0.5555555820465088,1.0,3.0,0.9238095238095239,0.9238095238095239,0.9228230781539148,0.92334370695783,0.9238095238095239,1700188821.487448,1700188821.5204487,0.9767103347889374
20.0,1.0,1.0,2.0,0.9255411255411257,0.9255411255411257,0.9245407357228331,0.9259083781140736,0.9255411255411257,1700188877.761419,1700188877.7983987,0.9746724890829694
50.0,0.7777777910232544,1.0,2.0,0.9333333333333333,0.9333333333333333,0.9321731449908432,0.9329026549042134,0.9333333333333333,1700188879.267732,1700188879.3002052,0.9761280931586608
13.0,0.8888888955116272,5.0,50.0,0.9255411255411256,0.9255411255411256,0.9243287860890896,0.9252769037646376,0.9255411255411256,1700188882.15312,1700188882.1849256,0.9347889374090247
20.0,0.5555555820465088,1.0,2.0,0.9246753246753247,0.9246753246753247,0.9236770259408715,0.9240207811700762,0.9246753246753247,1700188937.9470267,1700188937.9835713,0.9770014556040756
8.0,0.7777777910232544,1.0,2.0,0.9272727272727272,0.9272727272727272,0.9255318545748874,0.9270523837241105,0.9272727272727272,1700188940.8119197,1700188940.8470836,0.9478893740902474
20.0,0.8888888955116272,1.0,2.0,0.9281385281385282,0.9281385281385282,0.9269179730876788,0.9276788879901465,0.9281385281385282,1700188942.075618,1700188942.107438,0.9755458515283844
32.0,0.5555555820465088,1.0,2.0,0.9246753246753247,0.9246753246753247,0.9236770259408715,0.9240207811700762,0.9246753246753247,1700188998.3029919,1700188998.336084,0.9767103347889374
13.0,0.4444444477558136,1.0,2.0,0.922943722943723,0.922943722943723,0.9219211891297194,0.9226101124880464,0.922943722943723,1700189001.3361812,1700189001.3737848,0.9740902474526928
20.0,0.5555555820465088,1.0,2.0,0.9246753246753247,0.9246753246753247,0.9236770259408715,0.9240207811700762,0.9246753246753247,1700189057.7854176,1700189057.822624,0.9770014556040756
20.0,0.4444444477558136,1.0,2.0,0.9186147186147187,0.9186147186147187,0.9177188027771779,0.9185297170042359,0.9186147186147187,1700189060.6609898,1700189060.695645,0.9755458515283844
20.0,0.5555555820465088,1.0,2.0,0.9246753246753247,0.9246753246753247,0.9236770259408715,0.9240207811700762,0.9246753246753247,1700189062.5171309,1700189062.5478113,0.9770014556040756
20.0,0.6666666865348816,1.0,2.0,0.9272727272727274,0.9272727272727274,0.9263052046960383,0.9264257613079951,0.9272727272727274,1700189065.5457635,1700189065.5828104,0.9761280931586608
