hidden_layer_sizes,alpha,batch_size,learning_rate_init,power_t,momentum,score,generalization_score
61.0,1.095706562156234,39.0,0.001893412804339,0.261254081864405,0.0011382453367170002,0.9076923076923078,0.868421052631579
56.0,0.00030713533483000004,32.0,0.006015816920825001,0.137631667310846,0.022872834873117,0.36043956043956044,0.41228070175438597
82.0,0.00132871069682,128.0,0.04499930257575,0.538002241604574,0.8327636100005461,0.6417582417582417,0.5877192982456141
110.0,0.02073154660543,84.0,0.002220648782651,0.182953386555359,0.02310073334057,0.8945054945054945,0.8421052631578947
164.0,0.8043116425855961,72.0,0.037347404133724005,0.48478462306302506,0.001153013936524,0.6901098901098901,0.5877192982456141
63.0,0.00669999841560166,31.0,0.072165362914511,0.333,0.99701,0.6373626373626373,0.5877192982456141
198.0,0.4283054493692724,41.0,0.00030736584052340027,0.877,0.99813,0.6395604395604395,0.631578947368421
82.0,0.09355185427573685,22.0,0.0022975549125130285,0.523,0.93723,0.6417582417582417,0.5877192982456141
69.0,0.9435230188863039,41.0,0.005991065945097019,0.722,0.96082,0.6373626373626373,0.5877192982456141
117.0,0.06155267052749617,21.0,0.008429441480237491,0.551,0.88085,0.6395604395604395,0.5877192982456141
104.0,0.09191540391253908,35.0,0.002057948014876194,0.732,0.99774,0.7626373626373626,0.9035087719298246
113.0,0.019042383180374614,23.0,0.005701672918477773,0.723,0.88452,0.6395604395604395,0.5877192982456141
124.0,0.008700181243467707,113.0,0.0034346303244440373,0.531,0.93746,0.8989010989010989,0.5877192982456141
197.0,0.011514314830727733,249.0,0.08996224817350358,0.752,0.99846,0.6373626373626373,0.5877192982456141
129.0,0.006829657109604417,44.0,0.0006273254401617358,0.404,0.92198,0.9098901098901099,0.8947368421052632
143.0,0.004482608393581381,21.0,0.0054397557510373505,0.463,0.98486,0.676923076923077,0.5877192982456141
130.0,0.011688845007888936,41.0,0.00012758749183905692,0.282,0.42014,0.8857142857142858,0.8596491228070176
162.0,0.005953994100618864,87.0,0.0024045410738638665,0.342,0.98243,0.8329670329670329,0.5877192982456141
197.0,0.29060568100508,16.0,0.0486557756176536,0.619,0.91777,0.6395604395604395,0.5877192982456141
200.0,0.0018742857357546745,144.0,0.0022963321170362204,0.598,0.93144,0.8021978021978022,0.8596491228070176
159.0,0.003696679507474478,14.0,0.0001909676483242226,0.147,0.99799,0.9076923076923078,0.5877192982456141
200.0,0.000580674159520049,23.0,0.0017187824081409846,0.691,0.99091,0.7758241758241758,0.8771929824561403
192.0,0.019998733817962015,20.0,0.004617653062302306,0.386,0.99738,0.6923076923076923,0.5877192982456141
156.0,0.003171220936204815,13.0,0.0009477353939309354,0.448,0.99812,0.6989010989010989,0.5877192982456141
166.0,0.006242013448162383,16.0,0.00010107959659550574,0.782,0.95243,0.9032967032967033,0.8421052631578947
142.0,0.0007971647751621708,13.0,0.000602911961282782,0.174,0.99825,0.8527472527472527,0.8771929824561403
198.0,0.010029936881287503,67.0,0.004376488584455253,0.217,0.99499,0.6373626373626373,0.5877192982456141
110.0,0.01643017162583071,29.0,0.0007029036524223342,0.29,0.90106,0.8813186813186814,0.8421052631578947
147.0,0.07314711470307572,22.0,0.006687247545286901,0.771,0.96295,0.6439560439560439,0.5877192982456141
114.0,0.002560204755900408,17.0,7.604381559199222e-05,0.457,0.96133,0.8923076923076921,0.8596491228070176
