hidden_layer_sizes,alpha,batch_size,learning_rate_init,power_t,momentum,score,generalization_score
200.0,3.938620672443622,41.0,0.099120175266208,0.16799104738110301,0.015472833880662002,0.6395604395604395,0.5877192982456141
108.0,0.10434609979357301,235.0,0.024279719592336,0.199039332673625,0.037446959101,0.36043956043956044,0.41228070175438597
117.0,0.00023848621577000003,138.0,0.045273919917888004,0.27307645938327,0.019584322761279003,0.35604395604395606,0.41228070175438597
191.0,0.468096526017641,182.0,0.016256611075126,0.12261807012299801,0.035828819856501,0.5516483516483517,0.6578947368421053
180.0,0.9438031971786861,209.0,0.00012365164457100002,0.11390227044541101,0.10263435748586001,0.6439560439560439,0.6666666666666666
177.0,0.49571972488600785,76.0,3.972395671571039e-05,0.304,0.25317,0.7604395604395604,0.6929824561403509
140.0,0.18228595169645373,24.0,0.00033618040805719274,0.776,0.89015,0.7098901098901098,0.41228070175438597
172.0,0.11191615987418393,35.0,0.0009446549399518018,0.553,0.97132,0.8945054945054945,0.8596491228070176
200.0,0.2662919267462796,12.0,0.00864474127542205,0.281,0.93579,0.6417582417582417,0.5877192982456141
164.0,0.49532334828026453,20.0,0.005745441407034803,0.7,0.98544,0.9208791208791208,0.8245614035087719
114.0,0.28942663810357633,42.0,0.0037204296771504997,0.731,0.98541,0.9186813186813186,0.8421052631578947
167.0,0.23310742124017786,14.0,0.0016836328854980883,0.576,0.97479,0.6417582417582417,0.9122807017543859
167.0,0.5894553312891914,28.0,0.05056138944436637,0.246,0.97025,0.6395604395604395,0.5877192982456141
186.0,0.47178420834342294,15.0,0.007920804605111098,0.521,0.92743,0.6373626373626373,0.5877192982456141
169.0,0.7416783467527951,31.0,0.0037323511789437796,0.431,0.98109,0.6945054945054945,0.8947368421052632
166.0,0.1879217291840276,20.0,0.003363681758439764,0.33,0.91914,0.7362637362637361,0.5877192982456141
200.0,0.5764887014290337,12.0,0.009280829623235587,0.559,0.99018,0.9252747252747253,0.9298245614035088
200.0,0.19086324355011308,35.0,0.09885694836316515,0.72,0.97553,0.8065934065934066,0.5877192982456141
200.0,0.6537638462217057,49.0,0.00048266032389934494,0.628,0.99812,0.9054945054945055,0.8333333333333334
166.0,0.3620352014839906,20.0,0.002180819892721335,0.19,0.99725,0.8373626373626373,0.5877192982456141
200.0,0.8770906876689147,20.0,0.00024438896942990344,0.641,0.99673,0.8967032967032967,0.8771929824561403
200.0,0.9683066177822381,16.0,0.09640030323197675,0.718,0.99249,0.7054945054945054,0.7280701754385965
200.0,0.8357575334939483,17.0,0.0034385029399201543,0.567,0.95687,0.7472527472527472,0.5877192982456141
102.0,0.5045031706603275,16.0,0.006617871040446546,0.424,0.9852,0.6373626373626373,0.5877192982456141
200.0,0.9683066177822381,12.0,0.00615836322010492,0.514,0.99707,0.9252747252747253,0.9035087719298246
196.0,0.51644609744355,15.0,0.003571428006820109,0.531,0.93208,0.6373626373626373,0.5877192982456141
200.0,0.5936120386539229,22.0,0.00042262005285600567,0.292,0.91492,0.9164835164835164,0.9210526315789473
170.0,0.41770290916926484,16.0,0.025751990294549356,0.548,0.99489,0.9164835164835166,0.9385964912280702
100.0,0.3028702388171028,60.0,0.0007533524413426647,0.291,0.99841,0.7516483516483515,0.868421052631579
168.0,0.6183274115931103,46.0,0.07382011203867524,0.465,0.96286,0.6417582417582417,0.5877192982456141
