hidden_layer_sizes,alpha,batch_size,learning_rate_init,power_t,momentum,score,generalization_score
78.0,3.883695706453229,237.0,0.0008689532004960001,0.202241135091972,0.0029054467420260004,0.654945054945055,0.7192982456140351
155.0,5.244489926659613e-05,126.0,0.003395868952889,0.603652105657949,0.11188740474257401,0.7076923076923076,0.8508771929824561
125.0,0.033172779961338,183.0,0.000108141489166,0.33205822617954,0.016662743799897,0.3626373626373626,0.23684210526315788
77.0,6.573466211768384,81.0,0.000141734398014,0.12908524487849402,0.003508343843278,0.8571428571428571,0.8596491228070176
124.0,0.024807944140628,63.0,0.011748020174759,0.35554280982451203,0.003187109691163,0.35824175824175825,0.41228070175438597
198.0,0.008311918954989835,21.0,0.006689029326186002,0.204,0.56432,0.6373626373626373,0.5877192982456141
200.0,0.0028560861288829385,10.0,0.004396658154398352,0.142,0.99877,0.6395604395604395,0.6052631578947368
97.0,0.5867336549582962,20.0,0.00738533840509848,0.186,0.86347,0.6395604395604395,0.5877192982456141
136.0,0.07585777496981454,117.0,0.006285296938007532,0.662,0.87212,0.8725274725274726,0.5964912280701754
162.0,0.03503677304735901,29.0,0.0007475327083499995,0.808,0.75243,0.5692307692307692,0.7017543859649122
200.0,0.15446624884637927,55.0,0.02068677543511812,0.303,0.96846,0.7714285714285715,0.8596491228070176
172.0,0.060413083110207204,25.0,0.09653157674363846,0.411,0.98166,0.6373626373626373,0.5877192982456141
125.0,0.009444468011848721,111.0,0.05731123933213153,0.553,0.95055,0.6373626373626373,0.5877192982456141
200.0,0.03909946365291185,33.0,0.0008356438090243703,0.837,0.93789,0.9076923076923077,0.7456140350877193
139.0,0.1179222344978092,17.0,0.004458378133308731,0.211,0.93733,0.6593406593406593,0.5877192982456141
126.0,0.07561411961912665,33.0,0.003309575553948863,0.587,0.997,0.6923076923076923,0.5877192982456141
200.0,0.14024955759942875,50.0,0.07000000966856013,0.538,0.9812,0.821978021978022,0.5877192982456141
200.0,0.20785094338309285,12.0,0.0004066335425160566,0.596,0.98621,0.887912087912088,0.8421052631578947
168.0,0.029999208746432714,14.0,0.005513972553257621,0.229,0.95055,0.6395604395604395,0.5877192982456141
200.0,0.3469897931301864,36.0,0.0001661272974315035,0.179,0.88822,0.8989010989010989,0.8421052631578947
200.0,0.22384592877103698,40.0,0.0030739280644791742,0.125,0.89129,0.7428571428571428,0.5877192982456141
200.0,0.7550635402526231,23.0,0.00025616624367927614,0.24,0.997,0.9076923076923077,0.8947368421052632
146.0,0.49712694137537067,19.0,0.019735671149373257,0.123,0.997,0.6373626373626373,0.5877192982456141
200.0,0.09516614999126165,10.0,0.0022825021747558995,0.355,0.93054,0.8461538461538461,0.8596491228070176
200.0,0.26689012187657307,20.0,0.0008656092725063796,0.101,0.99833,0.8989010989010989,0.9122807017543859
170.0,0.5754534524899678,48.0,0.00012905953618393647,0.6,0.96265,0.9076923076923077,0.8859649122807017
200.0,0.7317967897677707,97.0,0.007669506149415796,0.491,0.82075,0.6725274725274726,0.9122807017543859
200.0,0.21099487181891294,22.0,0.004670470141900855,0.506,0.92535,0.6901098901098901,0.8421052631578947
200.0,0.7467882910595435,15.0,0.0011556677658371471,0.187,0.99833,0.8483516483516483,0.5877192982456141
200.0,0.06741639104169266,23.0,0.0002965378947560999,0.261,0.98342,0.8989010989010989,0.9122807017543859
