max_depth,max_features,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,score,generalization_score
15.0,0.12361635568470201,0.48634217998244206,0.161502478063277,0.24683810216787802,0.023186415725322002,0.6373626373626373,0.5877192982456141
15.0,0.010290425114510001,0.126491181191721,0.054310392782503006,0.35922287866378605,0.021583731917407003,0.8945054945054945,0.8596491228070176
13.0,0.917294948261656,0.08192112070234901,0.102237798808069,0.010421565748011001,0.045017488943327,0.9142857142857143,0.9035087719298246
2.0,0.8112044630651181,0.21807332343989802,0.401751700754077,0.370834301903653,0.291204965854912,0.6373626373626373,0.5877192982456141
3.0,0.014111397905356001,0.30037136068888404,0.019226752087066,0.29077647894117903,0.049017393208869005,0.6373626373626373,0.5877192982456141
12.0,0.3243,0.0001,0.0101,0.0101,0.0101,0.9494505494505494,0.9824561403508771
15.0,0.7223,0.0001,0.0116,0.0101,0.0116,0.9472527472527472,0.9649122807017544
15.0,0.8214,0.0001,0.0101,0.0101,0.0101,0.9516483516483516,0.956140350877193
15.0,0.9604,0.0001,0.0101,0.0101,0.0101,0.9472527472527472,0.9649122807017544
15.0,0.1049,0.0001,0.0101,0.0194,0.0101,0.9692307692307693,0.9473684210526315
15.0,0.1281,0.0001,0.0101,0.0189,0.0101,0.9692307692307693,0.9473684210526315
15.0,0.2468,0.0001,0.0101,0.0135,0.0101,0.9406593406593406,0.956140350877193
15.0,0.1001,0.0001,0.0101,0.0251,0.0101,0.9604395604395604,0.9385964912280702
15.0,0.1279,0.0001,0.0101,0.0171,0.0101,0.9692307692307693,0.9473684210526315
15.0,0.1197,0.0001,0.0101,0.0165,0.0101,0.9692307692307693,0.9473684210526315
15.0,0.1101,0.0001,0.0101,0.0172,0.0101,0.9692307692307693,0.9473684210526315
15.0,0.1011,0.0001,0.0101,0.0171,0.0101,0.9692307692307693,0.9473684210526315
15.0,0.1161,0.0001,0.0101,0.0164,0.0101,0.9692307692307693,0.9473684210526315
15.0,0.1234,0.0001,0.0101,0.0189,0.0101,0.9692307692307693,0.9473684210526315
15.0,0.1255,0.0001,0.0101,0.0173,0.0101,0.9692307692307693,0.9473684210526315
15.0,0.1267,0.0001,0.0101,0.0164,0.0101,0.9692307692307693,0.9473684210526315
15.0,0.1201,0.0001,0.0101,0.0168,0.0101,0.9692307692307693,0.9473684210526315
15.0,0.1189,0.0001,0.0101,0.0165,0.0101,0.9692307692307693,0.9473684210526315
15.0,0.1268,0.0001,0.0101,0.0164,0.0101,0.9692307692307693,0.9473684210526315
15.0,0.1195,0.0001,0.0101,0.0165,0.0101,0.9692307692307693,0.9473684210526315
15.0,0.1199,0.0001,0.0101,0.0166,0.0101,0.9692307692307693,0.9473684210526315
15.0,0.1287,0.0001,0.0101,0.0164,0.0101,0.9692307692307693,0.9473684210526315
15.0,0.1198,0.0001,0.0101,0.0165,0.0101,0.9692307692307693,0.9473684210526315
15.0,0.124,0.0001,0.0101,0.0189,0.0101,0.9692307692307693,0.9473684210526315
15.0,0.1278,0.0001,0.0101,0.0164,0.0101,0.9692307692307693,0.9473684210526315
