C,gamma,tol,score,generalization_score
20.3228544324115,0.00010615152355600001,0.00157997389536,1.0271352087345111,0.8778895407509337
20.228662931987557,0.000263249649781,0.00020957490791900001,1.0179045180389323,0.8677213836082529
4.110985094345334,0.000416170187692,0.00015798603319000003,1.028303974843243,0.8793227817816481
6.316577446325136,0.00041795914565300005,0.0013078814409400001,1.0258636467528721,0.876350375962745
2.533610417321417,0.00032627073497700003,5.467130776888184e-05,1.0309680103363594,0.8821622199465775
425.0108331760471,0.000630964608686888,0.0007524868242397321,0.6226517552953685,0.5758556668489295
97.22993602579224,0.0003497011012854874,0.00580673490994602,0.9357955329727634,0.7941223787047484
1.6125010273377416,0.0006116796046848237,0.008374951486832672,1.0304835347695378,0.8816489734859045
184.8842858161985,0.0008641875394226981,0.00012350285578409127,0.7109572242951467,0.6232575221325378
323.742711634235,0.0009999976974175576,0.09999997697415171,0.60213518665504,0.5627722184566051
13.999096265683425,0.0009999976974175576,0.05465505051047854,0.9925395268483161,0.8431345256145408
20.003224078650387,0.0009999976974175576,0.0008785900892707885,0.9718945867520004,0.8252384692795374
994.0311634657771,0.0009999976974175576,0.000501464391937126,0.5026554363163631,0.5404169253128768
980.618314321971,0.0009999953948404182,1.0000020723287306e-05,0.5030711321345783,0.5400337946891172
960.0635909453472,0.0007433990469717709,0.005771391028265051,0.5217095275130519,0.5412476822038137
715.1547046592821,0.0003600849747810942,0.05383187415158174,0.6288730577138425,0.5798403667626917
427.26763815997913,0.0009999976974175576,0.0010000020723287307,0.565224264394325,0.5497869904400472
954.7727161666111,0.0009999976974175576,0.09999951645829956,0.5025656946731589,0.5410515078228217
968.0549277120615,0.000999924017578741,0.009999831912700893,0.5037277998917518,0.5396897412756086
119.53635256737189,0.0007168280644527261,0.0009996988672194165,0.8211495645015322,0.6988841549912786
999.7697679981561,0.0009999997697415176,0.0010000006907757665,0.502426180634258,0.5406389683016751
997.2407117415497,0.0006858939940079255,0.009999995394830872,0.5248459171723285,0.5417024105571032
685.6460841231655,0.00093447136965683,0.0005764109201993151,0.5323436151783901,0.541560911135827
997.0111150161653,0.0009999953948404182,0.09999986184498988,0.5018979581034384,0.5381108752384259
349.94516702835733,0.0004719054576000084,0.0019288737374462597,0.7050089240287502,0.616704267299186
17.99699516577358,0.00045009791380837776,0.0001434783256684317,1.0091386829145983,0.8594779738982462
714.4963260755135,0.0009999700668417968,0.09999758231487886,0.5213837709396651,0.53685266525508
513.215778474056,0.0003493099849271142,0.0009999997697415176,0.6918229034363206,0.6073577744675096
131.79532336685455,0.0004980695597492523,0.09999097427377864,0.867711731739969,0.7291838655958576
100.02302850208252,0.00010000069077791376,0.09999995394830877,1.0075718651597396,0.854045486250054
