max_depth,max_features,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,score,generalization_score
7.0,0.27384505982301605,5.7187408672443325e-05,0.032434060996912005,0.019627781772875,0.01432419850735,0.7871329419634314,0.7034010763239295
4.0,0.048934273926388,0.19838373711533402,0.081415282032941,0.068637163305826,0.143931321718827,1.011005462116907,0.9743257339578275
4.0,0.56546022421217,0.013693796598963002,0.13590065737339302,0.06804373593266101,0.087962053186335,0.9406805431057391,0.9198769465966314
3.0,0.024850681527716002,0.40037228433776806,0.43306383724353503,0.042216314909836,0.147965672086171,1.011005462116907,0.9743257339578275
13.0,0.609970094480184,0.042522105684888005,0.011641534821384001,0.02182325676209,0.304953075049531,0.9665361102956984,0.9578266468300163
9.0,0.401,0.001,0.016,0.021,0.017,0.779666433306759,0.6892688894211024
10.0,0.4001,0.0001,0.0101,0.011,0.0101,0.7481310301019751,0.5835556722258353
9.0,0.9899,0.0001,0.0101,0.0101,0.0101,0.7667135651219552,0.6553766507688983
12.0,0.4876,0.0001,0.0114,0.0112,0.0314,0.7329922372742849,0.6525584841654141
9.0,0.119,0.027,0.011,0.012,0.023,0.8492795477048991,0.8484408892414063
12.0,0.6165,0.0415,0.0105,0.0125,0.0335,0.8473311248102016,0.782102693002134
7.0,0.2061,0.2745,0.2486,0.869,0.1967,1.011005462116907,0.9743257339578275
11.0,0.5342,0.0213,0.0108,0.0142,0.0311,0.8046658296074257,0.7403493453935523
10.0,0.9899,0.0001,0.0101,0.0101,0.0101,0.7674507730840144,0.6648228504956404
12.0,0.6222,0.0001,0.0102,0.012,0.0225,0.7432542686927782,0.7164062109024578
13.0,0.5124,0.0001,0.0136,0.0275,0.0421,0.7623060083041293,0.6595867251037909
11.0,0.47,0.0001,0.011,0.0101,0.014,0.7503499094482644,0.7356998083297998
14.0,0.8495,0.0027,0.0226,0.0168,0.0351,0.7387466549298367,0.6258882881912596
10.0,0.1611,0.0125,0.0101,0.015,0.0101,0.7799528801369111,0.7313226331910748
9.0,0.1389,0.008,0.018,0.03,0.0101,0.7248157198682568,0.6767589140549348
8.0,0.2541,0.2926,0.0101,0.0101,0.0101,1.011005462116907,0.9743257339578275
15.0,0.5533,0.0056,0.0111,0.0111,0.0267,0.7365880587651995,0.726208925351751
13.0,0.4901,0.0001,0.0101,0.0101,0.0101,0.7884023355338872,0.7286905214262387
15.0,0.8715,0.03,0.0101,0.0101,0.0101,0.7881212653747263,0.6731578984519683
11.0,0.3501,0.0964,0.0101,0.0176,0.0322,0.8893128911153758,0.8807327285259328
12.0,0.1745,0.0002,0.0102,0.0141,0.0485,0.8201887813904516,0.7024844908306085
9.0,0.1694,0.0102,0.0126,0.0801,0.0102,0.7466029037928653,0.6631023633619193
10.0,0.9322,0.0266,0.0122,0.0289,0.0197,0.7804981771475427,0.6966847225697905
12.0,0.101,0.012,0.013,0.02,0.03,0.7992822178436982,0.7952094989251787
10.0,0.3635,0.0201,0.027,0.0692,0.0359,0.7871843130455212,0.7041836879072139
