max_depth,max_features,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,score,generalization_score
9.0,0.267458909988376,0.30138168803582105,0.083360328995513,0.070058434405707,0.123505898079574,0.9083333333333334,0.5666666666666667
7.0,0.6020791473690711,0.48183138025051403,0.044472480364563007,0.38018445062536704,0.078331441745601,0.35,0.2
9.0,0.7033204209752381,0.035518029098943006,0.014036718835817,0.010973585341781,0.25544111374655504,0.9166666666666667,0.9666666666666667
12.0,0.544787159447375,0.48930917111638206,0.22425114674628402,0.08335745696734101,0.20856784511275603,0.35,0.2
3.0,0.18925567537030202,0.07167664370452301,0.39507149928225904,0.110006634215878,0.050218066274631004,0.35,0.2
12.0,0.9778,0.0023,0.0111,0.011,0.0599,0.9333333333333332,0.9666666666666667
12.0,0.9899,0.0001,0.0101,0.0101,0.0101,0.9333333333333332,1.0
14.0,0.9899,0.0001,0.0101,0.0101,0.0101,0.9333333333333332,1.0
11.0,0.985,0.0002,0.0102,0.011,0.0301,0.95,1.0
14.0,0.9849,0.0001,0.0101,0.011,0.0301,0.95,1.0
11.0,0.9824,0.0001,0.0101,0.011,0.0301,0.95,1.0
12.0,0.9866,0.0001,0.0101,0.011,0.0301,0.95,1.0
13.0,0.9871,0.0001,0.0101,0.011,0.0301,0.95,1.0
12.0,0.9833,0.0001,0.0101,0.012,0.0301,0.95,1.0
14.0,0.9882,0.0001,0.0101,0.011,0.0301,0.95,1.0
13.0,0.9833,0.0002,0.0102,0.012,0.0301,0.95,1.0
14.0,0.9899,0.0001,0.0101,0.012,0.0301,0.95,1.0
13.0,0.9865,0.0001,0.0101,0.011,0.0301,0.95,1.0
13.0,0.9899,0.0001,0.0101,0.011,0.0301,0.95,1.0
15.0,0.9899,0.0001,0.0101,0.011,0.0301,0.95,1.0
13.0,0.9864,0.0001,0.0101,0.011,0.0301,0.95,1.0
14.0,0.9883,0.0001,0.0101,0.011,0.0301,0.95,1.0
14.0,0.989,0.0001,0.0101,0.011,0.0301,0.95,1.0
14.0,0.9899,0.0001,0.0101,0.011,0.0301,0.95,1.0
15.0,0.9876,0.0001,0.0101,0.011,0.0301,0.95,1.0
14.0,0.988,0.0001,0.0101,0.011,0.0301,0.95,1.0
13.0,0.9898,0.0001,0.0101,0.011,0.0301,0.95,1.0
14.0,0.9899,0.0001,0.0101,0.011,0.0301,0.95,1.0
14.0,0.9899,0.0001,0.0101,0.011,0.0301,0.95,1.0
15.0,0.9899,0.0001,0.0101,0.011,0.0301,0.95,1.0
