hidden_layer_sizes,alpha,batch_size,learning_rate_init,power_t,momentum,score,generalization_score
61.0,1.095706562156234,39.0,0.001893412804339,0.261254081864405,0.0011382453367170002,1.1255048950971143,1.1364734610812
56.0,0.00030713533483000004,32.0,0.006015816920825001,0.137631667310846,0.022872834873117,1.2176506995592487,1.1644854406854455
82.0,0.00132871069682,128.0,0.04499930257575,0.538002241604574,0.8327636100005461,1.0256465326965907,1.0319060617235658
110.0,0.02073154660543,84.0,0.002220648782651,0.182953386555359,0.02310073334057,1.3484234507470985,1.4123187764843845
164.0,0.8043116425855961,72.0,0.037347404133724005,0.48478462306302506,0.001153013936524,0.9470507237788779,1.0811383147870464
157.0,0.08957916295580233,94.0,0.005099458948606816,0.52,0.98023,1.0085475865810922,1.074094079171346
178.0,0.7306412707893865,23.0,0.08795608696391055,0.236,0.9115,0.9461893884923288,0.9568798950103539
179.0,0.14603709994701558,119.0,0.0019280877705437189,0.356,0.60243,1.0384377251385435,1.1062031728874873
141.0,0.050000011013724054,13.0,0.026007990628614527,0.7,0.99898,1.207014767377633,1.0841708563261634
109.0,0.22022281007628536,16.0,0.07968704089529745,0.548,0.99211,1.7851301182698927,1.1325318316139346
169.0,0.09286327589355922,15.0,0.07304177188605683,0.126,0.98237,1.0851160674956362,1.061677032577819
125.0,0.3727593965546426,90.0,0.00068821209362009,0.196,0.31626,1.0053847377992606,1.1004086256504957
121.0,0.250267756244922,16.0,0.002308602172426239,0.31,0.9988,0.9779946088841877,1.098512542602699
98.0,0.12528304489780903,13.0,0.007007535394104581,0.243,0.9517,0.9630866358441551,0.9847623985705105
183.0,0.8767962829175705,120.0,0.06451428671867832,0.317,0.92459,0.9398850358758564,1.0560994393288288
179.0,0.5023452499085156,18.0,0.020389585636485776,0.225,0.82425,0.9143372664535097,0.9774849465328134
146.0,0.13517930211568724,26.0,0.050995317491430395,0.872,0.45787,0.9429815443664029,1.039983108130412
98.0,0.4334329263137793,12.0,0.01879048976833011,0.564,0.88929,0.9695509201936856,0.9139436548326728
158.0,0.009310405577108561,21.0,5.578788538717877e-05,0.302,0.94397,1.2754168937484853,1.269578076097676
176.0,0.2726704029877552,14.0,0.0668501675355495,0.442,0.99897,1.6804348665358646,1.2393534151894203
107.0,0.18865572979564574,100.0,0.003571426362117109,0.574,0.99828,1.0743377211632001,1.0177574086382442
165.0,0.12219932303776232,20.0,0.05509023183385875,0.624,0.91896,1.0644927542003682,1.0246252642600735
131.0,0.17253587075605428,21.0,0.001172260955016739,0.771,0.94146,1.1071522997500398,1.094960886125539
53.0,0.025901976200648484,70.0,0.00026911295187336833,0.16,0.99735,1.0831260831275071,1.0899856196863478
72.0,0.11723381555538535,17.0,0.03881620742823612,0.587,0.95607,1.0859320451401147,1.1810480036494981
131.0,0.1562368592619463,23.0,0.050609354720304166,0.678,0.9115,1.1324855861375365,0.9694713054920837
56.0,0.20788090555712796,11.0,0.0004971151513412105,0.168,0.94762,0.9895275185800543,0.9923848350106579
200.0,0.005179474508857198,10.0,0.1,0.9,0.999,4.380295331369211,3.613553622889535
200.0,0.006782973182185113,16.0,0.012041184198217684,0.307,0.99211,0.9455830486146433,1.0055731131191954
200.0,0.029040326846206832,23.0,0.021492810026194152,0.357,0.83112,0.9583079933603995,0.9738897034790142
