max_depth,max_features,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,score,generalization_score
7.0,0.27384505982301605,5.7187408672443325e-05,0.032434060996912005,0.019627781772875,0.01432419850735,1.1388014584392856,1.0669348733119264
4.0,0.048934273926388,0.19838373711533402,0.081415282032941,0.068637163305826,0.143931321718827,1.0122280726244435,0.9755099481964623
4.0,0.56546022421217,0.013693796598963002,0.13590065737339302,0.06804373593266101,0.087962053186335,1.003756709255814,1.0245025491627362
3.0,0.024850681527716002,0.40037228433776806,0.43306383724353503,0.042216314909836,0.147965672086171,1.0122280726244435,0.9755099481964623
13.0,0.609970094480184,0.042522105684888005,0.011641534821384001,0.02182325676209,0.304953075049531,1.0536506123211338,1.0285076547582164
8.0,0.4149,0.0649,0.0383,0.0119,0.0349,1.1248628891863286,1.0139545101329994
5.0,0.4449,0.0899,0.02,0.02,0.2,1.0122280726244435,0.9755099481964623
9.0,0.1699,0.2964,0.0235,0.0524,0.2252,1.0122280726244435,0.9755099481964623
8.0,0.3425,0.0857,0.0101,0.0101,0.0101,1.0407828473156995,1.0139545101329994
8.0,0.4999,0.0001,0.0101,0.0101,0.0101,1.3190698718417941,1.2078215271435522
7.0,0.7176,0.0002,0.0118,0.0111,0.0119,1.5758651962906414,1.0847420754905528
7.0,0.1357,0.1864,0.0101,0.0101,0.0101,1.0122280726244435,0.9755099481964623
9.0,0.485,0.0233,0.0101,0.0101,0.1349,1.0513978286662247,1.065279535125399
7.0,0.53,0.0712,0.0101,0.0179,0.0101,1.069562305968111,1.0139545101329994
8.0,0.9749,0.0001,0.0101,0.0101,0.0101,1.4423078556696312,1.2007386515593717
9.0,0.5145,0.0001,0.0101,0.0101,0.0101,1.3399237650564384,1.3311759243707035
10.0,0.505,0.0035,0.0102,0.0154,0.012,1.3343495520010218,1.3938100173020915
15.0,0.2767,0.0053,0.0101,0.0101,0.0101,1.5108272690027185,1.0798215140263054
11.0,0.751,0.1429,0.0101,0.0101,0.0101,1.0581027970056314,0.9755099481964623
9.0,0.6536,0.0974,0.0141,0.0843,0.0121,1.0630389947431667,0.9755099481964623
10.0,0.1434,0.0052,0.0101,0.0101,0.0101,1.353763913824684,1.2449425273834758
9.0,0.2325,0.0001,0.0101,0.0101,0.0101,1.4277176584068687,1.2156827769449436
12.0,0.8914,0.0394,0.0124,0.0229,0.0199,1.0306102516333095,1.063528923605367
6.0,0.3232,0.0313,0.0149,0.0152,0.0125,1.2224567012519594,0.8930674259808101
12.0,0.6545,0.1433,0.0101,0.0101,0.0101,1.0581027970056314,0.9755099481964623
6.0,0.8636,0.3354,0.0102,0.0132,0.0999,1.0122280726244435,0.9755099481964623
12.0,0.2874,0.0011,0.0101,0.0475,0.0148,1.3551613022956075,1.0811533980519705
10.0,0.1583,0.0499,0.0101,0.0101,0.0101,1.1077089236739694,0.9755099481964623
15.0,0.5536,0.0116,0.0195,0.2371,0.1476,1.0529211179623401,1.0245025491627362
8.0,0.1549,0.015,0.0102,0.0111,0.0102,1.1907268243941813,1.1796439540346704
