max_depth,max_features,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,score,generalization_score
7.0,0.011265210225126,0.274831238939354,0.054422714725212006,0.069008212877464,0.036168510137228,1.0122280726244435,0.9755099481964623
4.0,0.172123011285296,0.14982733683726102,0.028248176259675004,0.17360272472826802,0.07840682962187401,1.0122280726244435,0.9755099481964623
3.0,0.10590453897230101,0.092219932823457,0.21250560448987502,0.5060846317508411,0.068447432971658,1.0122280726244435,0.9755099481964623
13.0,0.014419271426492,0.25262304506085204,0.012892792521465002,0.07151151593956201,0.01455982567691,1.0122280726244435,0.9755099481964623
3.0,0.15519793585483901,0.11300600030211701,0.015162093706799001,0.027520151502054002,0.039018899440327,1.0122280726244435,0.9755099481964623
2.0,0.1102,0.1193,0.3702,0.8539,0.0807,1.0122280726244435,0.9755099481964623
9.0,0.2882,0.0429,0.0266,0.1542,0.0389,1.0120976545012494,0.9060791004346573
9.0,0.45,0.055,0.04,0.45,0.04,1.1070351997919878,1.0139545101329994
9.0,0.4576,0.1099,0.0115,0.0386,0.0214,1.0630389947431667,0.9755099481964623
9.0,0.75,0.0001,0.0101,0.0101,0.0101,1.4196385611189244,1.2197921538570207
8.0,0.101,0.1789,0.0159,0.0678,0.0359,1.0122280726244435,0.9755099481964623
10.0,0.1184,0.1905,0.0157,0.2211,0.0397,1.0122280726244435,0.9755099481964623
10.0,0.0547,0.0001,0.0101,0.0101,0.0101,1.4046306360609955,1.2600101338218843
13.0,0.9899,0.0001,0.0101,0.0101,0.0101,1.4814861098384424,1.3009141525897256
15.0,0.3897,0.0001,0.0101,0.0201,0.0101,1.5058938016125327,1.2607497629604874
6.0,0.6842,0.4999,0.0101,0.1053,0.0101,1.0122280726244435,0.9755099481964623
11.0,0.6339,0.0145,0.0134,0.0334,0.0114,1.6083445784709647,1.1702011804390202
9.0,0.8281,0.2195,0.0102,0.2217,0.0499,1.0122280726244435,0.9755099481964623
7.0,0.6146,0.2643,0.0148,0.0457,0.0352,1.0122280726244435,0.9755099481964623
11.0,0.2101,0.0489,0.0101,0.011,0.0101,1.1020711315310443,0.9755099481964623
10.0,0.4342,0.4999,0.0101,0.0101,0.0101,1.0122280726244435,0.9755099481964623
12.0,0.2234,0.1789,0.0115,0.0191,0.0229,1.0122280726244435,0.9755099481964623
9.0,0.2256,0.4,0.0101,0.0101,0.0101,1.0122280726244435,0.9755099481964623
7.0,0.2239,0.0001,0.0101,0.0102,0.0101,1.4009050794108724,0.9947547284751528
10.0,0.5324,0.0443,0.0102,0.0324,0.0102,1.0153042758177695,0.9626240496647938
4.0,0.0101,0.0001,0.0101,0.201,0.0101,1.1284237817112626,0.9263215357090209
12.0,0.3945,0.4965,0.0101,0.0101,0.0101,1.0122280726244435,0.9755099481964623
5.0,0.652,0.0199,0.0144,0.4104,0.0299,1.0069960576374912,1.078572990252675
7.0,0.4579,0.0164,0.0199,0.0286,0.0199,1.1625985070000249,1.1565768346729306
11.0,0.5439,0.0265,0.0121,0.0308,0.0111,1.2632610068169725,1.1422363486660447
