C,gamma,tol,score,generalization_score
44.91523825137996,0.000510678792259,0.000145753487689,0.9187508485464185,0.9464687460504654
34.07868400892513,0.0007815323407340001,0.038474444287036,0.9195602024903419,0.9478709938576323
2.380981008777943,0.00016115466367700002,1.606455919563001e-05,1.0151273937459422,1.0423580153855414
21.010168283379798,0.00010712139282700001,0.0006719437172320001,0.9750869840422765,1.0108497876066704
88.59967786158751,0.00018988352381000002,0.005070135988670001,0.9152814622090876,0.9517439209440611
237.46521436516747,0.0002321314584378676,5.795108879826745e-05,0.939172536341595,0.9407142099517438
10.013825058370985,0.0009996961049531822,0.09977000638225536,0.9204674701291164,0.9547432374473973
7.1318138667973985,0.00028942697131849944,0.0070075337805601086,0.9767456585244887,1.0128790229331635
7.077827926090025,0.000584997486369789,0.09679936313594996,0.9570734478000137,0.9855178513538783
28.5036187186089,0.000584997486369789,0.00068821209362009,0.9132976793110892,0.9502997145062744
997.7000638225536,0.0009998963890388015,0.0070075337805601086,0.6791360110031934,0.5876935435687269
995.4054173515275,0.00010000023025877443,0.09999976974175581,0.9546002537132139,0.9455062490113497
145.31150472893893,0.0007365614752713296,0.0030769015459068995,0.9312534850599207,0.913156470268406
581.0319310119073,0.0004990338439306995,0.0070075337805601086,0.9181752708398634,0.8888455289219069
1.0023052380778996,0.00010000115129917385,0.0030769015459068995,1.024324231050859,1.0501225031796284
245.69708276368385,0.0009997674659458428,0.006124409197021334,0.8869415022548919,0.8470863175587299
4.769798141192214,0.0009998411342490839,0.00068821209362009,0.9542690302171557,0.9790499497748197
999.5395890030879,0.0009999424370294866,0.09999976974175581,0.6779468333222035,0.5920217209099836
999.7697679981561,0.0009999930922685795,0.005771369765713907,0.6791363458516472,0.58726427835469
110.1792977544252,0.000389024541920168,0.05762511432307706,0.9357689402216781,0.9409723402234326
99.79298192025277,0.0009999355296956957,0.004252323534080417,0.9238439507059427,0.9037173399287252
2.044089936002381,0.000595217922914071,0.003450537884350769,0.990103347021153,1.0237335602212665
10.004606230728402,0.00042862648227336245,0.054152748006881676,0.9595219562212417,0.9842797789615786
997.2407117415497,0.0009999608568195331,0.00068821209362009,0.6798212207679984,0.587842136826024
250.0921153780118,0.0002909477479953275,0.00068821209362009,0.9434038550566525,0.9363784530074993
1.0427975448505062,0.0003503297345377161,0.000522400519319106,1.0158382742932648,1.0428113924091509
234.2070694793826,0.0005887677319437738,0.001484475040836404,0.9345689853213223,0.9131032030213916
47.94021749415104,0.00030661048350623496,0.0070075337805601086,0.9169963186506278,0.9550252131871758
10.759695972076864,0.0005373670090876185,0.004219409729713862,0.9469826124832249,0.9759526211027576
999.0793899844618,0.0009999907897020428,0.021670144137009184,0.6801023021140945,0.5866203635151606
