colsample_bytree,eta,max_depth,reg_lambda,acc,bal_acc,f1,precision,generalization_score,time_init,time_final,score
0.5,0.0009765625,8.0,0.4629373550415039,0.9281385281385282,0.9281385281385282,0.9271019452767759,0.9280768132726659,0.9281385281385282,1700191362.718923,1700191362.7338026,0.9767103347889374
0.5,0.009843133389949799,3.0,10.079368591308594,0.9281385281385282,0.9281385281385282,0.9273361884881357,0.9282916167670421,0.9281385281385282,1700191362.7347963,1700191362.7493238,0.9740902474526928
0.4000000059604645,0.004556754138320684,13.0,2.1601195335388184,0.9281385281385282,0.9281385281385282,0.9269430254890811,0.9286090377907501,0.9281385281385282,1700191362.7507627,1700191362.7653084,0.9764192139737989
0.20000000298023224,0.045929204672575,2.0,47.0315055847168,0.9307359307359307,0.9307359307359307,0.9296171773277873,0.9306008758980431,0.9307359307359307,1700191362.7666988,1700191362.781107,0.97117903930131
0.8999999761581421,0.02126234397292137,32.0,0.004556754138320684,0.9316017316017317,0.9316017316017317,0.9305841515126917,0.9316487557348904,0.9316017316017317,1700191362.7824917,1700191362.7969048,0.9755458515283844
0.8999999761581421,0.0021094917319715023,13.0,0.004556754138320684,0.929004329004329,0.929004329004329,0.9277853712855544,0.9291391420737988,0.929004329004329,1700191365.6555638,1700191365.6917007,0.9755458515283844
0.30000001192092896,0.0009765625,13.0,0.02126234397292137,0.9281385281385282,0.9281385281385282,0.9271111470724944,0.929096025488055,0.9281385281385282,1700191368.3967063,1700191368.4317918,0.9775836972343523
0.30000001192092896,0.0021094917319715023,20.0,0.09921256452798843,0.9264069264069263,0.9264069264069263,0.9254052876690786,0.9269960534391134,0.9264069264069263,1700191370.4058757,1700191370.4422472,0.9770014556040756
0.6000000238418579,0.0009765625,5.0,0.02126234397292137,0.9316017316017315,0.9316017316017315,0.9305332640998213,0.932174017510152,0.9316017316017315,1700191373.442114,1700191373.4785259,0.9764192139737992
0.20000000298023224,0.02126234397292137,50.0,0.09921256452798843,0.9238095238095237,0.9238095238095237,0.9227293114566443,0.9246305996762759,0.9238095238095237,1700191424.6045914,1700191424.6391854,0.9770014556040758
0.5,0.004556754138320684,20.0,0.02126234397292137,0.929004329004329,0.929004329004329,0.9279680789470518,0.9290843567418613,0.929004329004329,1700191426.6714485,1700191426.7063794,0.9761280931586608
0.4000000059604645,0.02126234397292137,3.0,0.09921256452798843,0.9264069264069263,0.9264069264069263,0.9253488221691495,0.9271228115783126,0.9264069264069263,1700191429.419308,1700191429.4573574,0.9749636098981076
0.10000000149011612,0.0009765625,1.0,0.02126234397292137,0.9324675324675324,0.9324675324675324,0.9312396810008667,0.9325259307297121,0.9324675324675324,1700191483.2961316,1700191483.3289602,0.9644832605531295
0.10000000149011612,0.02126234397292137,50.0,0.4629373550415039,0.8987012987012987,0.8987012987012987,0.8976109857484454,0.8993192025137837,0.8987012987012987,1700191485.9418538,1700191485.978539,0.9612809315866084
0.6000000238418579,0.0009765625,2.0,219.45445251464844,0.92987012987013,0.92987012987013,0.9288030158203047,0.9297918675360503,0.92987012987013,1700191488.6123288,1700191488.6478064,0.9612809315866084
0.20000000298023224,0.009843133389949799,50.0,0.02126234397292137,0.9212121212121213,0.9212121212121211,0.920149113112537,0.9214806546807087,0.9212121212121213,1700191544.740539,1700191544.7754195,0.9784570596797671
0.699999988079071,0.02126234397292137,5.0,0.4629373550415039,0.9272727272727274,0.9272727272727274,0.926213721142433,0.9272830345779514,0.9272727272727274,1700191547.622914,1700191547.6584182,0.9755458515283844
0.10000000149011612,0.0009765625,3.0,0.02126234397292137,0.9064935064935065,0.9064935064935065,0.9054534323216072,0.9071143437378388,0.9064935064935065,1700191603.479389,1700191603.515428,0.967103347889374
0.5,0.0021094917319715023,13.0,0.004556754138320684,0.92987012987013,0.92987012987013,0.9288345953781731,0.930106742707742,0.92987012987013,1700191605.3920481,1700191605.4273741,0.9761280931586608
0.10000000149011612,0.0021094917319715023,50.0,0.02126234397292137,0.8987012987012988,0.8987012987012988,0.8975926595071533,0.8989050056697115,0.8987012987012988,1700191663.4035542,1700191663.438656,0.9606986899563319
0.30000001192092896,0.009843133389949799,5.0,0.09921256452798843,0.929004329004329,0.929004329004329,0.9279414700874407,0.9293369482024942,0.929004329004329,1700191665.7323523,1700191665.7666473,0.9767103347889374
0.6000000238418579,0.0009765625,20.0,2.1601195335388184,0.929004329004329,0.929004329004329,0.9279009817165386,0.9290734607758191,0.929004329004329,1700191725.2025452,1700191725.2384474,0.9764192139737992
0.20000000298023224,0.009843133389949799,50.0,0.02126234397292137,0.9212121212121213,0.9212121212121211,0.920149113112537,0.9214806546807087,0.9212121212121213,1700191783.5194342,1700191783.5548685,0.9784570596797671
0.4000000059604645,0.004556754138320684,5.0,0.4629373550415039,0.9307359307359309,0.9307359307359309,0.929554366193629,0.9310861917870756,0.9307359307359309,1700191785.760777,1700191785.7955287,0.9767103347889373
0.20000000298023224,0.0009765625,32.0,0.02126234397292137,0.9212121212121213,0.9212121212121211,0.920149113112537,0.9214806546807087,0.9212121212121213,1700191844.6297948,1700191844.6660788,0.9784570596797671
0.10000000149011612,0.004556754138320684,8.0,0.02126234397292137,0.8978354978354979,0.8978354978354979,0.8967984016349021,0.8981099932622867,0.8978354978354979,1700191847.302095,1700191847.3386173,0.963027656477438
0.20000000298023224,0.009843133389949799,32.0,2.1601195335388184,0.9281385281385282,0.9281385281385282,0.9272637420661145,0.9282259664717649,0.9281385281385282,1700191905.0864449,1700191905.1204371,0.9770014556040756
