max_depth,max_features,min_samples_leaf,min_samples_split,acc,bal_acc,f1,precision,generalization_score,time_init,time_final,score
8.0,0.6666666865348816,11.0,20.0,0.8720887245841036,0.8459070104382759,0.8459088241126383,0.84607166306039,0.8720887245841036,1700181372.4663498,1700181372.4816387,0.8981931464174455
5.0,0.6666666865348816,9.0,80.0,0.84362292051756,0.7996822417596892,0.8068735294158192,0.8163766211188732,0.84362292051756,1700181372.4826274,1700181372.4974265,0.8565732087227413
50.0,0.3333333432674408,15.0,20.0,0.8695009242144177,0.8389344397247193,0.8415265438135248,0.8445456229035575,0.8695009242144177,1700181372.4989233,1700181372.5136588,0.9019314641744549
13.0,0.8888888955116272,3.0,3.0,0.8920517560073936,0.873627712469953,0.870884111036567,0.8684364416751771,0.8920517560073936,1700181372.5150766,1700181372.5298336,0.9461682242990653
1.0,0.7777777910232544,15.0,80.0,0.7578558225508318,0.6335770028647634,0.6171896839091855,0.6795929565421575,0.7578558225508318,1700181372.531243,1700181372.5460687,0.7581308411214953
20.0,0.8888888955116272,1.0,2.0,0.8983364140480593,0.881015179953242,0.8783483544039474,0.8759535090811661,0.8983364140480593,1700181374.5176487,1700181374.5553715,0.9626168224299064
32.0,0.6666666865348816,1.0,2.0,0.898706099815157,0.8809098093450559,0.8786713662214071,0.8766046841967151,0.898706099815157,1700181376.208752,1700181376.2436337,0.9634890965732088
13.0,0.8888888955116272,1.0,2.0,0.8957486136783734,0.8788155685073596,0.8754820942106212,0.8725821091623467,0.8957486136783734,1700181377.537906,1700181377.5716362,0.96
32.0,0.8888888955116272,1.0,2.0,0.8972273567467653,0.8798626889262076,0.8770754061962917,0.8745499824516141,0.8972273567467653,1700181378.5536003,1700181378.588247,0.962367601246106
5.0,0.8888888955116272,1.0,2.0,0.8499075785582255,0.8162484770654286,0.8181105531664945,0.8202962053780719,0.8499075785582255,1700181379.9824135,1700181380.0144432,0.866791277258567
13.0,0.5555555820465088,1.0,2.0,0.8927911275415897,0.872315519114887,0.8711824454639111,0.8702877055708163,0.8927911275415897,1700181381.2758594,1700181381.3082745,0.9600000000000002
32.0,1.0,1.0,2.0,0.8957486136783733,0.8777141163686654,0.8752252051298622,0.8728924038410825,0.8957486136783733,1700181435.7537448,1700181435.7908285,0.9621183800623051
32.0,0.5555555820465088,1.0,2.0,0.8964879852125693,0.8764019230135994,0.8755833428757981,0.874849368421368,0.8964879852125693,1700181438.8662577,1700181438.902207,0.9647352024922118
32.0,0.5555555820465088,1.0,2.0,0.8964879852125693,0.8764019230135994,0.8755833428757981,0.874849368421368,0.8964879852125693,1700181440.3573933,1700181440.391905,0.9647352024922118
8.0,0.7777777910232544,1.0,2.0,0.8761552680221811,0.8535595508577827,0.8516310407752974,0.8498467675811778,0.8761552680221811,1700181494.5247617,1700181494.5588617,0.9175077881619937
50.0,0.5555555820465088,1.0,2.0,0.8964879852125693,0.8764019230135994,0.8755833428757981,0.874849368421368,0.8964879852125693,1700181495.7814558,1700181495.8186576,0.9647352024922118
50.0,0.8888888955116272,1.0,2.0,0.8972273567467653,0.8798626889262076,0.8770754061962917,0.8745499824516141,0.8972273567467653,1700181497.8311963,1700181497.860784,0.962367601246106
13.0,0.4444444477558136,1.0,2.0,0.8927911275415897,0.872315519114887,0.8711824454639111,0.8702877055708163,0.8927911275415897,1700181554.1375816,1700181554.1542826,0.9600000000000002
5.0,0.8888888955116272,3.0,5.0,0.8495378927911275,0.8156195462478184,0.8175670211518379,0.819903387274347,0.8495378927911275,1700181555.4740837,1700181555.5037792,0.867165109034268
5.0,0.1111111119389534,1.0,2.0,0.8177449168207024,0.7523527281109026,0.7663666263472586,0.7901111903789978,0.8177449168207024,1700181556.6384199,1700181556.6719666,0.8434890965732087
50.0,0.4444444477558136,1.0,2.0,0.8964879852125693,0.8764019230135994,0.8755833428757981,0.874849368421368,0.8964879852125693,1700181614.1576922,1700181614.1741035,0.9647352024922118
20.0,0.5555555820465088,1.0,2.0,0.8964879852125692,0.8767690737264975,0.8756585436512385,0.8746320063082347,0.8964879852125692,1700181615.895201,1700181615.911852,0.9644859813084112
50.0,0.7777777910232544,1.0,2.0,0.898706099815157,0.8809098093450559,0.8786713662214071,0.8766046841967151,0.898706099815157,1700181618.2840378,1700181618.3151677,0.9634890965732088
20.0,0.7777777910232544,3.0,3.0,0.8913123844731978,0.871635549408937,0.8697190316903944,0.8679390584110638,0.8913123844731978,1700181674.3163705,1700181674.3517387,0.9502803738317758
20.0,0.7777777910232544,1.0,2.0,0.8975970425138633,0.8790230168922257,0.8772173171748828,0.8755206003086667,0.8975970425138633,1700181675.5283074,1700181675.5640178,0.9637383177570094
8.0,0.8888888955116272,1.0,2.0,0.8798521256931608,0.8594817083209852,0.8564273781121643,0.853743914403855,0.8798521256931608,1700181735.2908936,1700181735.317126,0.916884735202492
20.0,0.5555555820465088,1.0,2.0,0.8964879852125692,0.8767690737264975,0.8756585436512385,0.8746320063082347,0.8964879852125692,1700181736.7072067,1700181736.743466,0.9644859813084112
50.0,0.5555555820465088,1.0,2.0,0.8964879852125693,0.8764019230135994,0.8755833428757981,0.874849368421368,0.8964879852125693,1700181794.3106525,1700181794.3265774,0.9647352024922118
50.0,0.7777777910232544,1.0,2.0,0.898706099815157,0.8809098093450559,0.8786713662214071,0.8766046841967151,0.898706099815157,1700181795.5307975,1700181795.5606635,0.9634890965732088
20.0,0.8888888955116272,1.0,3.0,0.8987060998151573,0.8820112614837499,0.878910934076915,0.8761374279272698,0.8987060998151573,1700181797.2551005,1700181797.2871504,0.9628660436137071
