alpha,batch_size,depth,learning_rate_init,width,acc,bal_acc,f1,precision,generalization_score,time_init,time_final,score
3.5938137e-05,4,2,0.0016681006,101,0.752,0.7142857142857144,0.7089081451723289,0.7075936328382101,0.752,1700173079.0337634,1700173079.0776286,0.9016835016835018
4.641589e-06,10,2,0.0004641589,40,0.748,0.7019047619047618,0.7001677350452451,0.7018709688514259,0.748,1700173079.0789657,1700173079.1217902,0.8861952861952862
0.0021544348,40,1,0.0059948424,40,0.744,0.6952380952380954,0.694139744134677,0.6944941150358938,0.744,1700173079.1239204,1700173079.166472,0.8902356902356902
0.016681006,161,2,0.27825594,25,0.692,0.6409523809523809,0.6209984929092882,0.6558017583690047,0.692,1700173079.1685283,1700173079.2118504,0.7562289562289563
0.00027825593,6,2,3.5938137e-05,25,0.76,0.7085714285714286,0.7104097335482064,0.713952063550993,0.76,1700173079.213874,1700173079.256506,0.8343434343434343
0.016681006,101,3,0.0004641589,256,0.756,0.7057142857142857,0.7070342128581957,0.7093469683406569,0.756,1700173081.0834727,1700173081.1501446,0.8936026936026936
0.016681006,16,2,0.0016681006,645,0.73,0.6928571428571428,0.6869158247911558,0.6832849893009011,0.73,1700173083.8055246,1700173083.871334,0.8929292929292931
1.0,10,2,0.021544347,645,0.7,0.5,0.4117647058823529,0.35,0.7,1700173086.6223333,1700173086.686083,0.7003367003367004
5.994842e-07,25,3,1e-05,1024,0.772,0.7209523809523809,0.7246460302495354,0.729702069183838,0.772,1700173088.296437,1700173088.3615265,0.8936026936026936
1.0,4,3,3.5938137e-05,1024,0.7,0.5,0.4117647058823529,0.35,0.7,1700173140.320797,1700173140.3915823,0.7003367003367004
4.641589e-06,4,2,0.00012915497,161,0.752,0.7028571428571428,0.7032743225742843,0.7039298602953992,0.752,1700173142.1576157,1700173142.2254355,0.901010101010101
1e-08,4,1,0.00012915497,645,0.75,0.7014285714285715,0.701960111216027,0.7036112655173161,0.75,1700173143.7060368,1700173143.7701566,0.9016835016835018
1e-08,6,3,1e-05,645,0.756,0.7019047619047619,0.7046524108759992,0.7114541160544022,0.756,1700173201.011866,1700173201.0804403,0.8983164983164983
0.00027825593,4,1,3.5938137e-05,256,0.754,0.7080952380952381,0.7077291893143394,0.7078893124353514,0.754,1700173203.4204066,1700173203.4882305,0.888888888888889
1e-08,4,1,3.5938137e-05,101,0.776,0.7257142857142856,0.728825794500679,0.7343277846667746,0.776,1700173205.0144892,1700173205.0892951,0.8538720538720538
5.994842e-07,10,2,1e-05,1024,0.746,0.7023809523809523,0.7004964315726636,0.6988768017726024,0.746,1700173262.3865485,1700173262.4557142,0.898989898989899
3.5938137e-05,4,3,1e-05,1024,0.772,0.7247619047619047,0.7269453326080083,0.7302350360771827,0.772,1700173264.9933927,1700173265.0580206,0.8929292929292929
5.994842e-07,4,1,0.0059948424,161,0.758,0.7128571428571429,0.710503162338813,0.7114446236300933,0.758,1700173320.7441354,1700173320.8097312,0.8929292929292929
5.994842e-07,4,2,3.5938137e-05,256,0.758,0.7071428571428572,0.7088983299988503,0.7126358601772552,0.758,1700173323.2088127,1700173323.2770417,0.8942760942760943
0.016681006,6,2,0.021544347,161,0.72,0.6495238095238096,0.6535270640199848,0.6619402806317254,0.72,1700173381.0434718,1700173381.112276,0.8134680134680135
0.00027825593,6,3,0.0004641589,64,0.758,0.710952380952381,0.7106470622263347,0.7139808713665656,0.758,1700173382.7083743,1700173382.7739305,0.888888888888889
0.00027825593,10,2,1e-05,1024,0.746,0.7023809523809523,0.7004964315726636,0.6988768017726024,0.746,1700173441.4658983,1700173441.533247,0.898989898989899
1e-08,6,1,3.5938137e-05,645,0.768,0.7219047619047619,0.7229362404462594,0.7248174790386656,0.768,1700173443.1453075,1700173443.2126222,0.8942760942760943
1e-08,4,1,3.5938137e-05,256,0.754,0.7080952380952381,0.70744020432787,0.7075640198074187,0.754,1700173501.827211,1700173501.8783333,0.8875420875420875
1e-08,4,2,3.5938137e-05,101,0.746,0.6985714285714285,0.6971513432750468,0.6975884262796028,0.746,1700173503.1275043,1700173503.1935675,0.9023569023569025
0.00027825593,6,2,3.5938137e-05,101,0.742,0.6900000000000001,0.6898555374328468,0.6918755250558887,0.742,1700173561.8290744,1700173561.8973832,0.8976430976430976
1e-08,4,2,3.5938137e-05,256,0.76,0.7104761904761905,0.7117892178684817,0.7144854842374055,0.76,1700173564.5163753,1700173564.5846157,0.8956228956228957
0.00027825593,6,3,3.5938137e-05,256,0.754,0.7023809523809523,0.7039315267703816,0.706321445805679,0.754,1700173622.9606984,1700173623.025551,0.8909090909090909
0.00027825593,25,3,0.0004641589,645,0.768,0.7180952380952381,0.7210723288941074,0.7263372017960861,0.768,1700173681.2329872,1700173681.2978768,0.8976430976430976
1e-08,4,2,3.5938137e-05,1024,0.752,0.7104761904761905,0.7081690282670776,0.7062435177437034,0.752,1700173683.049648,1700173683.1167097,0.8962962962962964
