max_depth,max_features,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,score,generalization_score
9.0,0.258943323491781,0.14545236945647202,0.07301276842154,0.6053358137165971,0.32727366913738304,0.8129659455539547,0.764150300939932
3.0,0.025916788312907002,0.025733601650414002,0.055597475198167004,0.011471547768812,0.059174926217381005,0.8320137529261521,0.7766175084530687
10.0,0.035954977598076004,0.338127450990065,0.099695146946049,0.011165009283219,0.088018302545044,1.0031787479507257,0.8375528864066757
5.0,0.06735821318219401,0.141762540885659,0.148435914494946,0.075680665183566,0.018413537756286,0.8129659455539547,0.7641503009399319
9.0,0.360764343380227,0.153181766188089,0.023722057013521,0.059463312150988004,0.38253570233160905,0.8373188435485386,0.7641503009399319
6.0,0.5753,0.0035,0.0123,0.0493,0.0634,0.6585324835503561,0.6947567243554377
6.0,0.4833,0.0174,0.0101,0.0273,0.0123,0.6545853127911008,0.7968657836834402
9.0,0.3274,0.1799,0.0101,0.0578,0.0123,0.8924508500886873,0.7641503009399319
7.0,0.5065,0.0143,0.0101,0.0493,0.0123,0.6955387328872626,0.7616958406537702
6.0,0.2558,0.0275,0.0112,0.0542,0.0223,0.7134101513367096,0.8259999677609675
10.0,0.1741,0.0187,0.0101,0.0381,0.0131,0.7765502633837237,0.7142090971152762
10.0,0.4315,0.0845,0.0112,0.0861,0.028,0.8538581136959624,0.764150300939932
7.0,0.6125,0.0072,0.0198,0.0293,0.0223,0.6553839229247491,0.7831180894035386
6.0,0.5475,0.0001,0.0101,0.0493,0.0123,0.695209853438962,0.9098394972689601
7.0,0.7,0.0001,0.0101,0.02,0.0101,0.8625878881292655,1.053896292662127
5.0,0.5774,0.0286,0.0124,0.0386,0.0124,0.7016644131225449,0.7543424299330274
5.0,0.0293,0.2,0.1484,0.0757,0.0184,0.9138909247256131,0.8375528864066757
5.0,0.4315,0.0001,0.0101,0.0101,0.0101,0.7330370151974936,0.930741467561575
7.0,0.5567,0.0146,0.0138,0.0179,0.0389,0.7143486284670104,0.7137016519686672
9.0,0.755,0.1124,0.0101,0.0158,0.0144,0.7556879465966072,0.7470510040744716
7.0,0.6396,0.0057,0.0137,0.0297,0.0157,0.7506437352376089,0.8537833134170544
6.0,0.4715,0.0074,0.0101,0.0101,0.0101,0.6570295533711036,0.8500744522122156
6.0,0.5585,0.0001,0.0101,0.0101,0.0101,0.740053878813915,0.8169386116676295
8.0,0.5757,0.0429,0.0133,0.0446,0.0267,0.7568132938166128,0.764150300939932
6.0,0.4314,0.0021,0.0101,0.0101,0.0101,0.7776321128347699,0.8987761384358598
6.0,0.481,0.0385,0.0111,0.0397,0.0144,0.7531368365669675,0.7917377540674488
7.0,0.5055,0.0183,0.0281,0.0614,0.0168,0.6952539287606597,0.761320812474301
7.0,0.6126,0.0375,0.0102,0.0217,0.0115,0.7268888275790378,0.8581099099724795
7.0,0.725,0.0085,0.0225,0.0225,0.0225,0.6435896354963992,0.8424511349441768
6.0,0.439,0.0082,0.0101,0.0298,0.0101,0.7302420630237706,0.8124200421606899
