hidden_layer_sizes,alpha,batch_size,learning_rate_init,power_t,momentum,score,generalization_score
78.0,3.883695706453229,237.0,0.0008689532004960001,0.202241135091972,0.0029054467420260004,1.2176616817829191,1.1686321653753247
155.0,5.244489926659613e-05,126.0,0.003395868952889,0.603652105657949,0.11188740474257401,1.1404407822205282,1.1312173276129465
125.0,0.033172779961338,183.0,0.000108141489166,0.33205822617954,0.016662743799897,1.114184905218973,1.1238787725993655
77.0,6.573466211768384,81.0,0.000141734398014,0.12908524487849402,0.003508343843278,1.3736539987747267,1.3144740948500067
124.0,0.024807944140628,63.0,0.011748020174759,0.35554280982451203,0.003187109691163,1.0649511778883096,1.059222459156675
77.0,0.05758926025890875,19.0,0.0006993960899348291,0.308,0.91994,1.1988154759475242,1.1130177206482577
144.0,0.011626020917437679,49.0,0.0690262849595262,0.838,0.28972,1.1082191688522305,1.012813743386185
199.0,0.0010390929541946694,11.0,0.008961633937687443,0.311,0.99884,1.4409751649920608,1.3648301541437342
143.0,0.049548384602641216,14.0,0.025897765852678046,0.899,0.9972,1.2946201549703773,1.1959743582832771
163.0,0.005951147302046423,15.0,0.07782098079294969,0.338,0.48369,1.1261243964906633,1.0702045956758224
117.0,0.00027912864027678484,82.0,0.00046551609381624814,0.756,0.14788,1.1282673855566747,1.1472429799386399
57.0,0.0002169880415196605,89.0,0.0009637706578448509,0.597,0.00406,1.1996624819208332,1.160312170970628
71.0,0.0015184143518634447,249.0,0.07001945079379529,0.201,0.99896,1.0932316893200142,1.112111316846005
93.0,0.0015119968974038648,16.0,0.0008821968444350978,0.121,0.99889,1.1891554247666565,1.1334051592572285
114.0,0.007981870915447938,13.0,0.002299504691668876,0.278,0.99831,1.2093134950589726,1.192040069373654
62.0,0.004772165536146513,16.0,0.06398495958941783,0.161,0.99653,1.0879693177884753,1.0329490125815317
67.0,0.038528881362212324,12.0,0.005000001101372406,0.352,0.99892,1.1082751781771285,1.0795005531383584
98.0,0.01484620318473961,22.0,0.049548384602641216,0.558,0.47369,1.0440467083951985,1.079806068630272
71.0,0.00455900113160847,21.0,0.004511528445820324,0.642,0.47248,1.1098886112087771,1.1468183324647843
197.0,0.04523970871815637,18.0,0.002794250259912573,0.137,0.89118,1.1280691180786129,1.0474257206709812
52.0,0.0003681398237004969,14.0,0.012499979477995325,0.307,0.99115,1.0864434143203323,1.0003415155686255
65.0,0.017385768800862376,13.0,0.06820768348786894,0.479,0.83456,1.0784139102466317,1.051489094520533
55.0,0.00045944465131958116,14.0,0.09708738416366627,0.182,0.99842,1.3631180818659134,1.7775250561122693
63.0,0.000397011054899585,12.0,0.005156064006826196,0.853,0.99889,1.1608179984799298,1.1011249455919279
53.0,0.09852206364438032,15.0,0.024765602613728652,0.648,0.89901,1.152088361326303,1.1046569210647144
155.0,0.030498845505507823,63.0,0.005714286354881957,0.338,0.83456,1.118702804649967,1.1197031391940713
72.0,0.007717140372323618,20.0,0.024353242874761566,0.481,0.50642,1.1048121327614702,1.0586414970317175
62.0,0.04658464604256389,18.0,0.0064159888420242716,0.588,0.50729,1.115443710948754,1.0347126291357334
124.0,0.0075256375849586405,69.0,0.058268280201287735,0.567,0.45678,1.0903350564583723,1.052086217673386
55.0,0.000919915422666091,15.0,0.07158244034342036,0.764,0.99793,1.4271969922087524,1.2695553698796578
