hidden_layer_sizes,alpha,batch_size,learning_rate_init,power_t,momentum,score,generalization_score
78.0,3.883695706453229,237.0,0.0008689532004960001,0.202241135091972,0.0029054467420260004,0.16139905149051492,0.10555555555555556
155.0,5.244489926659613e-05,126.0,0.003395868952889,0.603652105657949,0.11188740474257401,0.3563177506775068,0.4444444444444444
125.0,0.033172779961338,183.0,0.000108141489166,0.33205822617954,0.016662743799897,0.11273954703832753,0.15833333333333333
77.0,6.573466211768384,81.0,0.000141734398014,0.12908524487849402,0.003508343843278,0.2971302748741773,0.375
124.0,0.024807944140628,63.0,0.011748020174759,0.35554280982451203,0.003187109691163,0.8747314169570266,0.9138888888888889
193.0,0.003636837529457856,23.0,0.031101483156362505,0.502,0.42828,0.9380758807588077,0.9583333333333334
144.0,0.002425094127762893,23.0,0.02961422011071509,0.502,0.42828,0.9186241773132018,0.9416666666666667
175.0,0.004705421147554851,12.0,0.03132723752937513,0.5,0.42858,0.9533826945412311,0.9583333333333334
197.0,0.004864569359662543,12.0,0.03132723752937513,0.5,0.42858,0.9401543747580334,0.9555555555555556
150.0,0.004705421147554851,10.0,0.03132723752937513,0.5,0.42858,0.9464237320944638,0.9666666666666667
200.0,0.004705421147554851,10.0,0.03132723752937513,0.5,0.42858,0.9478174603174603,0.9472222222222222
182.0,0.004705421147554851,12.0,0.03132723752937513,0.5,0.42858,0.9512848432055749,0.9666666666666667
177.0,0.004705421147554851,12.0,0.03132723752937513,0.5,0.42858,0.9394817073170731,0.9583333333333334
200.0,0.004705421147554851,12.0,0.03132723752937513,0.5,0.42858,0.9498983739837399,0.9666666666666667
175.0,0.004705421147554851,12.0,0.03132723752937513,0.5,0.42858,0.9533826945412311,0.9583333333333334
178.0,0.004705421147554851,13.0,0.03132723752937513,0.5,0.42858,0.9464334107626791,0.9444444444444444
175.0,0.004705421147554851,12.0,0.03132723752937513,0.5,0.42858,0.9533826945412311,0.9583333333333334
200.0,0.004705421147554851,12.0,0.03132723752937513,0.5,0.42858,0.9498983739837399,0.9666666666666667
197.0,0.004705421147554851,12.0,0.03132723752937513,0.5,0.42858,0.9401543747580334,0.9555555555555556
174.0,0.004705421147554851,12.0,0.03132723752937513,0.5,0.42858,0.9318041037553233,0.9416666666666667
184.0,0.004705421147554851,10.0,0.03132723752937513,0.5,0.42858,0.9512993612078977,0.9611111111111111
176.0,0.004705421147554851,12.0,0.03132723752937513,0.5,0.42858,0.9471133372048006,0.9638888888888889
175.0,0.004705421147554851,15.0,0.03132723752937513,0.5,0.42858,0.945722028648858,0.925
180.0,0.004705421147554851,12.0,0.03132723752937513,0.5,0.42858,0.9436507936507936,0.9611111111111111
185.0,0.004705421147554851,14.0,0.03132723752937513,0.5,0.42858,0.9457341269841268,0.9694444444444444
180.0,0.004705421147554851,11.0,0.03132723752937513,0.5,0.42858,0.9533899535423924,0.9416666666666667
185.0,0.004705421147554851,11.0,0.03132723752937513,0.5,0.42858,0.9485167440960126,0.9638888888888889
191.0,0.004705421147554851,11.0,0.03132723752937513,0.5,0.42858,0.9568694347657762,0.9666666666666667
193.0,0.004840156453148824,11.0,0.09533055029685542,0.5,0.42858,0.30310443283004257,0.43333333333333335
192.0,0.004705421147554851,11.0,0.03132723752937513,0.5,0.42858,0.9519938056523423,0.9472222222222222
