hidden_layer_sizes,alpha,batch_size,learning_rate_init,power_t,momentum,score,generalization_score
200.0,3.938620672443622,41.0,0.099120175266208,0.16799104738110301,0.015472833880662002,1.0665025704580695,1.0287784987214976
108.0,0.10434609979357301,235.0,0.024279719592336,0.199039332673625,0.037446959101,1.1552300352755132,0.9868488979863136
117.0,0.00023848621577000003,138.0,0.045273919917888004,0.27307645938327,0.019584322761279003,1.2066491823585141,0.9985896674857443
191.0,0.468096526017641,182.0,0.016256611075126,0.12261807012299801,0.035828819856501,1.1042940405952724,1.0174699716450846
180.0,0.9438031971786861,209.0,0.00012365164457100002,0.11390227044541101,0.10263435748586001,1.181431510617394,1.0147870038308107
135.0,0.0001489676957158405,15.0,0.08665816728607843,0.127,0.62645,1.1290774712362204,1.121530687430618
72.0,0.33615261959028314,91.0,0.010418104275479727,0.899,0.99898,1.0797958284168392,1.1555869520268294
72.0,0.21811955350179604,171.0,0.021282718461217244,0.5,0.5,1.1764611455358438,1.2623495013107766
174.0,0.48714068221931794,59.0,0.004511501436637996,0.688,0.72543,1.1216471145152584,1.1747519867170393
200.0,0.6756064700387111,31.0,0.002208078962400844,0.236,0.23659,1.0929720949977992,1.0842341424005928
115.0,0.6444055913044093,18.0,0.0018574220633466774,0.142,0.52695,1.1541833905363303,1.024952191842797
200.0,0.2546121358192614,17.0,0.004446904471238932,0.689,0.9989,1.0784885468614616,1.085957522745899
169.0,0.08962618277651963,13.0,0.0032282748296286615,0.638,0.91532,1.0701239815947658,0.9977926975748446
186.0,0.5949994989381527,14.0,0.009506544818141347,0.634,0.91784,1.135995560701503,1.0515498781364734
141.0,0.002066157861360539,17.0,0.003827884277936691,0.676,0.9406,1.087905243487798,1.0637847731471455
200.0,0.005651439724650394,28.0,0.043522356297375143,0.201,0.96072,1.1350832460958737,1.187810664732954
137.0,0.06984787532204317,34.0,0.0001742870423541601,0.486,0.86277,1.15668555954599,1.0484339802310223
195.0,0.07297177325831244,12.0,0.007440664112537618,0.895,0.99895,1.1310602354029329,1.099738104377204
200.0,0.0018507838449856625,71.0,0.07556538510646213,0.899,0.99898,1.1807352621748204,1.050536220281263
148.0,0.0863449216980602,23.0,0.003921568450774582,0.287,0.18641,1.0274404579281686,1.0353040130862772
172.0,0.029584293337380597,28.0,0.0005129474793357419,0.532,0.33897,1.075545645014199,1.058327399570816
67.0,0.005581015131537931,80.0,0.013993978424683215,0.537,0.42236,1.1011022982259766,1.141487783995002
123.0,0.0022850857393605577,12.0,0.06742036509743131,0.172,0.0263,1.1098342649140842,1.0256378283744785
53.0,0.0033648956445372635,101.0,0.001775780979818187,0.831,0.99124,1.0924862721635853,1.1471510351672025
92.0,0.48124175287609544,32.0,0.02870321869646454,0.478,0.38752,1.1431488190164176,1.0598241955512537
104.0,0.07244361268825535,25.0,0.010935544192845157,0.514,0.99809,1.0539250221906598,1.0540823805487387
128.0,0.043189223904983476,23.0,0.000745718641955712,0.543,0.899,1.0834911317860234,1.0501212965365005
97.0,0.012091266682935609,14.0,0.0044069538239766195,0.297,0.35914,1.1432137072792738,1.0658466232106547
102.0,0.0010308049609242995,31.0,0.021988474487496936,0.647,0.98047,1.1119542304205872,1.0291708443425194
62.0,0.01925434281642551,16.0,0.00023340507778734805,0.356,0.12456,1.1433559570955165,1.220539408048369
