hidden_layer_sizes,alpha,batch_size,learning_rate_init,power_t,momentum,score,generalization_score
78.0,3.883695706453229,237.0,0.0008689532004960001,0.202241135091972,0.0029054467420260004,1.2275817131241447,1.276787833239041
155.0,5.244489926659613e-05,126.0,0.003395868952889,0.603652105657949,0.11188740474257401,1.1085620335581723,1.1495838813814472
125.0,0.033172779961338,183.0,0.000108141489166,0.33205822617954,0.016662743799897,1.0595202462511215,1.0771923582237972
77.0,6.573466211768384,81.0,0.000141734398014,0.12908524487849402,0.003508343843278,1.3487845342685996,1.4076265037210265
124.0,0.024807944140628,63.0,0.011748020174759,0.35554280982451203,0.003187109691163,1.1307398178106736,1.0382236102158122
151.0,0.00040777969809660416,17.0,0.0066884810353505806,0.527,0.44183,1.1416832242057404,1.0393314198870898
106.0,0.012799956685010588,17.0,0.003359797479860347,0.523,0.21566,1.1705593257186713,1.190753911139875
107.0,0.07302465267021208,159.0,0.00020012908050194792,0.317,0.12345,1.1151249289903808,1.2877257569654956
71.0,0.023561237660779246,187.0,0.004419222824926397,0.103,0.99899,1.3056558143815264,1.1937920268180888
94.0,0.005966482896298215,72.0,0.009196915579095837,0.765,0.88746,1.266937506758931,1.21893535202295
107.0,0.029723154572598394,71.0,0.005620020503410683,0.676,0.06347,1.1034944599678034,1.2764054201900228
184.0,0.049058187640473726,119.0,0.054336154611708015,0.707,0.24656,1.082588589936316,1.0603085146699711
114.0,0.0001184236929254565,10.0,0.09461234352799892,0.282,0.99618,1.780405120694685,2.211401515400345
170.0,0.0057907057876888214,12.0,0.0006129425912295179,0.31,0.85774,1.0954607349432302,1.1226967208426957
200.0,1.0000002302585364e-05,10.0,0.1,0.9,0.999,4.180812332404508,1.9304921588368686
63.0,0.0010000002302585353,18.0,0.04791727364745462,0.519,0.46606,1.0926562391005235,1.0961335755973018
53.0,0.0386045593869784,69.0,4.700789456251213e-05,0.268,0.96273,1.1220899698624298,1.1518998047017885
56.0,0.00010000013815520099,73.0,0.07083374440033159,0.177,0.99802,1.144251995460927,1.1049057643798852
200.0,0.005669377815957911,250.0,0.0010000122037754587,0.547,0.21973,1.0955076804097925,1.111221809583279
200.0,0.00011567614314062282,11.0,0.00408295506201665,0.322,0.99487,1.0892128580444227,1.120839932491597
162.0,0.025418756452883124,90.0,0.0005770325339327453,0.534,0.36489,1.1360077540208455,1.1648590119047633
54.0,0.04894408343689065,249.0,1.0350694723928675e-05,0.898,0.99763,1.3834023926319274,1.189242400222206
196.0,5.74315318220065e-05,66.0,0.001901245941525801,0.798,0.98647,1.076568488213451,1.1016801890403662
137.0,0.00018523173729113415,67.0,0.00042416086885234844,0.756,0.23985,1.1646297490168331,1.0534763142492118
168.0,0.0009401672092952495,19.0,0.0002047377847796506,0.177,0.99809,1.0916933983022452,1.012246711538722
153.0,0.0035747609076972765,16.0,0.006998368393948795,0.32,0.81132,1.0265621745612443,1.0456512828624582
84.0,0.009052595185546757,15.0,0.06685557063368074,0.327,0.71438,1.169042437253367,1.1386998658196021
50.0,0.10000002302585356,10.0,0.0023122846705108738,0.743,0.78169,1.1443249578306363,1.0456224071085063
186.0,0.0017421229419581465,15.0,0.006850883778290386,0.123,0.86496,1.066467096636233,1.0494095206741805
200.0,0.025303243800264736,10.0,0.06105520587512637,0.518,0.94919,1.1949952392211929,1.5205142117097077
