hidden_layer_sizes,alpha,batch_size,learning_rate_init,power_t,momentum,score,generalization_score
185.0,0.000108685594791,215.0,0.002729872765365,0.371717949499384,0.0026566298800650002,1.1121517033377588,1.0344161736497426
84.0,0.155067725021613,227.0,0.0034029253146690003,0.101140030174416,0.052097967219698005,1.2204642279198032,1.0714907162285328
104.0,0.042149422583877,104.0,0.017692572850768,0.384147239692245,0.0062994922760190005,1.0646855772822688,1.0836837556787013
147.0,0.7351443178574231,15.0,1.4425186853193611e-05,0.7975590482703061,0.021819944836148002,1.1538115435092502,1.06113942884256
116.0,2.47889002222658e-05,52.0,0.029075757573501,0.638161187869686,0.595741010417508,1.1776840607151289,1.1532433188344342
93.0,0.003935365735675911,15.0,0.003935365735675911,0.332,0.21478,1.08484305125493,1.2010927198494885
153.0,0.015084138105087012,116.0,0.005623413251903491,0.423,0.21,1.0693149916378604,1.1276053662669927
115.0,0.04726181544954069,118.0,0.00068821209362009,0.887,0.25678,1.3910340039121092,1.3175698816003676
91.0,0.0042866754131606274,12.0,0.00068821209362009,0.355,0.522,1.0548705651602286,1.100957781933145
200.0,0.0011410395554567149,10.0,0.07550600630645254,0.529,0.998,1.721396962117383,1.7977589191221717
64.0,0.02252253653067771,68.0,0.00068821209362009,0.255,0.47162,1.2761204041324288,1.3713786517743318
195.0,0.00048453092394041967,23.0,0.005771369765713907,0.222,0.21965,1.208003868122031,1.1597109367885938
121.0,0.0048963257107185335,16.0,0.00068821209362009,0.153,0.10679,1.1033564661370434,1.1063957837396274
199.0,0.3383097389199752,13.0,0.06398484172487509,0.153,0.80942,1.0678774171070047,1.06477366374852
105.0,0.003071885330417723,24.0,0.05572763338071086,0.546,0.997,1.2441752703189581,3.09326094444136
143.0,0.05110661302194092,132.0,0.05308218607018223,0.729,0.24644,1.076989571817478,1.0534344958839386
196.0,0.011216286653902193,21.0,0.06728181523037025,0.496,0.95466,1.2083829701301667,1.341254869998758
110.0,0.07907747617781219,23.0,0.014432584204612374,0.415,0.998,1.1041633211944064,1.0198363215429744
157.0,0.016221746114380164,23.0,0.02095056791271755,0.511,0.48085,1.1267425563056608,0.9558712347249475
148.0,0.0045796142704777635,12.0,0.005336714870761711,0.465,0.997,1.1551941350598207,1.1430011002510165
200.0,0.0067580624392306774,15.0,0.02799402847352404,0.708,0.93018,1.1926244495755562,1.0722132864391916
74.0,0.004201642525539141,29.0,0.0018665894205227426,0.134,0.78046,1.125624372855795,1.1001145463786015
144.0,0.034132044250327884,36.0,0.00068821209362009,0.432,0.86444,1.0950617143181387,1.1165096954005824
139.0,0.000832395837881644,11.0,0.0668954993604599,0.542,0.998,2.031437935402839,1.936896547037839
170.0,0.0003070661897124656,18.0,0.04922957652857814,0.437,0.95037,1.1504979288093486,1.0435854571565064
200.0,1.0000002302585364e-05,10.0,1e-05,0.1,0.999,1.0973139853051763,1.076402003000939
136.0,0.00018820475859869713,30.0,0.08321984450785053,0.507,0.997,1.2413385610379961,1.2028306117321212
127.0,0.21712133467881642,36.0,0.002651818523979101,0.715,0.92029,1.0504473386848492,1.0888026682881986
68.0,0.003673732243663474,18.0,0.002308602172426239,0.644,0.998,1.088574478851108,1.1217566968208073
108.0,0.005121970820559232,14.0,0.007874016127975397,0.681,0.998,1.1322425379660004,1.55220680830526
