max_depth,max_features,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,score,generalization_score
9.0,0.267458909988376,0.30138168803582105,0.083360328995513,0.070058434405707,0.123505898079574,1.01336634149759,0.9873821970564294
7.0,0.6020791473690711,0.48183138025051403,0.044472480364563007,0.38018445062536704,0.078331441745601,1.0133663414975902,0.9873821970564294
9.0,0.7033204209752381,0.035518029098943006,0.014036718835817,0.010973585341781,0.25544111374655504,1.041175385359619,0.925198250077463
12.0,0.544787159447375,0.48930917111638206,0.22425114674628402,0.08335745696734101,0.20856784511275603,1.0133663414975902,0.9873821970564294
3.0,0.18925567537030202,0.07167664370452301,0.39507149928225904,0.110006634215878,0.050218066274631004,1.0133663414975902,0.9873821970564294
10.0,0.3111,0.0536,0.0199,0.0111,0.0111,1.0291716072712687,0.9453157601040647
13.0,0.4245,0.3155,0.0211,0.031,0.2422,1.01336634149759,0.9873821970564294
9.0,0.5234,0.0001,0.0101,0.1901,0.0701,1.0819849312451768,1.0078336496524272
5.0,0.5724,0.1242,0.0101,0.4266,0.121,1.0268723560843367,0.9873821970564294
10.0,0.1245,0.0111,0.0101,0.0101,0.0101,1.2065287622977405,1.053599301624124
11.0,0.4399,0.1355,0.0101,0.0101,0.0101,1.0573304689880012,0.9873821970564294
13.0,0.6216,0.056,0.0126,0.0109,0.0101,1.1237616983181087,0.9532718520575929
7.0,0.975,0.0001,0.02,0.32,0.02,1.0065921056502387,0.969390482902246
14.0,0.5801,0.2645,0.0157,0.0108,0.2199,1.01336634149759,0.9873821970564294
9.0,0.1634,0.4913,0.0101,0.0101,0.0101,1.01336634149759,0.9873821970564294
8.0,0.5325,0.0001,0.0101,0.0857,0.0101,1.2393537393185405,1.222762478248246
11.0,0.2645,0.0101,0.0101,0.2857,0.0201,1.224384047399584,1.0102151110444075
10.0,0.4266,0.1499,0.0101,0.0101,0.0502,1.0573304689880012,0.9873821970564294
15.0,0.0101,0.0001,0.0101,0.0101,0.0101,1.4792671613838237,1.128513324730037
10.0,0.1224,0.1812,0.0165,0.2348,0.0454,1.01336634149759,0.9873821970564294
11.0,0.1423,0.0057,0.0101,0.1235,0.0124,1.1994461207780094,1.0401680158628992
10.0,0.5724,0.0101,0.0101,0.4266,0.121,1.0579837292148697,0.868295062131487
7.0,0.251,0.0001,0.0101,0.0101,0.0101,1.3826265550293446,1.0803567329318258
7.0,0.97,0.0001,0.0101,0.0101,0.0101,1.281763257282903,1.402209383228498
13.0,0.2322,0.0001,0.0101,0.0101,0.0101,1.4829489730803187,1.2185669727531099
5.0,0.1089,0.4999,0.0101,0.0101,0.0101,1.01336634149759,0.9873821970564294
15.0,0.9899,0.0001,0.0101,0.0101,0.0101,1.4932503058402185,1.5213804336467234
6.0,0.87,0.005,0.011,0.011,0.023,1.4362955882501285,1.266184190366536
12.0,0.95,0.0001,0.011,0.011,0.0101,1.4939257264635328,1.5213804336467234
12.0,0.1346,0.2184,0.0101,0.0101,0.0101,1.01336634149759,0.9873821970564294
