max_depth,max_features,min_samples_leaf,min_samples_split,acc,bal_acc,f1,precision,generalization_score,time_init,time_final,score
50.0,0.5555555820465088,20.0,32.0,0.8682080924855491,0.49425725789362157,0.5005745257679971,0.6031730031035998,0.8682080924855491,1700232997.7373736,1700232997.75288,0.8700389105058367
20.0,0.2222222238779068,20.0,2.0,0.7456647398843931,0.30128205128205127,0.2915435619233135,0.3400811872759552,0.7456647398843931,1700232997.7539294,1700232997.768657,0.7766536964980545
3.0,0.4444444477558136,15.0,5.0,0.722543352601156,0.27564102564102566,0.2533453840681081,0.3260242093448509,0.722543352601156,1700232997.770144,1700232997.7849503,0.7350194552529183
32.0,1.0,3.0,20.0,0.9445086705202314,0.901357733175915,0.884715696505256,0.8774109461586338,0.9445086705202314,1700232997.7863593,1700232997.8012264,0.9536964980544747
1.0,0.3333333432674408,1.0,128.0,0.6994219653179191,0.25,0.20578231292517007,0.17485549132947978,0.6994219653179191,1700232997.8026419,1700232997.817413,0.7003891050583657
20.0,0.8888888955116272,3.0,3.0,0.9676300578034682,0.9543395997941453,0.9345220519829673,0.9222476306088576,0.9676300578034682,1700233001.523379,1700233001.5587418,0.9770428015564203
20.0,0.7777777910232544,1.0,2.0,0.9676300578034682,0.9450034813671178,0.9324247073676484,0.9307555095489707,0.9676300578034682,1700233004.3409555,1700233004.3759787,0.9852140077821012
13.0,0.8888888955116272,1.0,3.0,0.9722543352601157,0.9492628583537674,0.9339404959304558,0.9257236369567154,0.9722543352601157,1700233006.0622914,1700233006.0983746,0.988715953307393
8.0,0.8888888955116272,1.0,3.0,0.9630057803468208,0.9189424212151485,0.9164880033621803,0.9277344595944699,0.9630057803468208,1700233008.020167,1700233008.0557778,0.9673151750972762
5.0,0.8888888955116272,1.0,2.0,0.9005780346820809,0.5644416189870736,0.5636620888763343,0.6235232248005659,0.9005780346820809,1700233010.879298,1700233010.9149582,0.885603112840467
13.0,1.0,1.0,2.0,0.969942196531792,0.9384569975479066,0.9266563206602434,0.9202306690527301,0.969942196531792,1700233059.7564895,1700233059.7917507,0.988715953307393
32.0,1.0,1.0,2.0,0.969942196531792,0.9384569975479066,0.9266563206602434,0.9202306690527301,0.969942196531792,1700233062.6615262,1700233062.6956685,0.988715953307393
20.0,0.8888888955116272,1.0,2.0,0.9722543352601157,0.948394030212212,0.9338727592500438,0.9266752033184815,0.9722543352601157,1700233064.7456138,1700233064.7794924,0.9891050583657588
32.0,1.0,3.0,3.0,0.9641618497109827,0.929661247843066,0.91471836577073,0.9067736832014112,0.9641618497109827,1700233066.1358018,1700233066.1680477,0.9743190661478598
13.0,0.4444444477558136,1.0,3.0,0.9549132947976879,0.8719712106075741,0.8975871428098082,0.9534053111305114,0.9549132947976879,1700233118.8973017,1700233118.9318056,0.9821011673151752
20.0,0.8888888955116272,1.0,3.0,0.9722543352601157,0.9492628583537674,0.9339404959304558,0.9257236369567154,0.9722543352601157,1700233120.4321308,1700233120.4672332,0.988715953307393
20.0,0.7777777910232544,3.0,2.0,0.9606936416184972,0.9220135924681381,0.9152099699881272,0.9243605296763387,0.9606936416184972,1700233122.899096,1700233122.9349668,0.9747081712062255
3.0,0.8888888955116272,1.0,3.0,0.8265895953757225,0.43272939182030096,0.40171301943720966,0.380209596567688,0.8265895953757225,1700233124.508422,1700233124.543372,0.8077821011673152
13.0,0.8888888955116272,1.0,2.0,0.9722543352601157,0.948394030212212,0.9338727592500438,0.9266752033184815,0.9722543352601157,1700233181.0379722,1700233181.0745428,0.988715953307393
8.0,0.8888888955116272,1.0,2.0,0.9630057803468208,0.9189424212151485,0.9164880033621803,0.9277344595944699,0.9630057803468208,1700233183.4456313,1700233183.4796207,0.9684824902723734
13.0,0.8888888955116272,3.0,8.0,0.9641618497109825,0.9434421638967093,0.9244545958329963,0.9133921744999467,0.9641618497109825,1700233239.6912007,1700233239.724619,0.9735408560311283
13.0,0.6666666865348816,1.0,2.0,0.9664739884393063,0.9378606242242606,0.931680407350682,0.9352925892582756,0.9664739884393063,1700233243.0407124,1700233243.0758219,0.9844357976653697
5.0,0.8888888955116272,1.0,2.0,0.9005780346820809,0.5644416189870736,0.5636620888763343,0.6235232248005659,0.9005780346820809,1700233245.3401005,1700233245.375768,0.885603112840467
50.0,0.8888888955116272,3.0,2.0,0.9676300578034682,0.9543395997941453,0.9345220519829673,0.9222476306088576,0.9676300578034682,1700233300.6830044,1700233300.7164514,0.9770428015564203
8.0,1.0,1.0,2.0,0.960693641618497,0.9113863409317955,0.9126046151852489,0.9241535393952686,0.960693641618497,1700233359.38664,1700233359.4225512,0.9642023346303501
32.0,0.4444444477558136,3.0,5.0,0.9375722543352603,0.7864378046196228,0.8224696837236256,0.9354439436552271,0.9375722543352603,1700233362.2015913,1700233362.2348256,0.9677042801556419
13.0,0.7777777910232544,1.0,2.0,0.9699421965317918,0.9466987557896649,0.9341182812834445,0.9324473968965957,0.9699421965317918,1700233364.430851,1700233364.4646692,0.9848249027237355
20.0,0.8888888955116272,1.0,2.0,0.9722543352601157,0.948394030212212,0.9338727592500438,0.9266752033184815,0.9722543352601157,1700233422.6292777,1700233422.66621,0.9891050583657588
50.0,0.5555555820465088,1.0,3.0,0.9583815028901735,0.8992605878969515,0.9047020337603562,0.932478674264005,0.9583815028901735,1700233480.2976296,1700233480.33452,0.9817120622568094
13.0,0.8888888955116272,1.0,2.0,0.9722543352601157,0.948394030212212,0.9338727592500438,0.9266752033184815,0.9722543352601157,1700233486.2985609,1700233486.3350456,0.988715953307393
