max_depth,max_features,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,score,generalization_score
15.0,0.12361635568470201,0.48634217998244206,0.161502478063277,0.24683810216787802,0.023186415725322002,0.38743842364532016,0.4444444444444444
15.0,0.010290425114510001,0.126491181191721,0.054310392782503006,0.35922287866378605,0.021583731917407003,0.4012315270935961,0.4444444444444444
13.0,0.917294948261656,0.08192112070234901,0.102237798808069,0.010421565748011001,0.045017488943327,0.9224137931034484,0.7777777777777778
2.0,0.8112044630651181,0.21807332343989802,0.401751700754077,0.370834301903653,0.291204965854912,0.5270935960591132,0.4444444444444444
3.0,0.014111397905356001,0.30037136068888404,0.019226752087066,0.29077647894117903,0.049017393208869005,0.38743842364532016,0.4444444444444444
14.0,0.7049,0.0021,0.0286,0.0132,0.0103,0.8948275862068966,0.9166666666666666
14.0,0.9889,0.0001,0.0101,0.011,0.011,0.9366995073891626,0.9444444444444444
14.0,0.9876,0.0002,0.0111,0.0121,0.0111,0.9366995073891626,0.9444444444444444
14.0,0.9888,0.0003,0.0108,0.0118,0.0108,0.9366995073891626,0.9444444444444444
14.0,0.989,0.0001,0.0101,0.0111,0.0101,0.9366995073891626,0.9444444444444444
14.0,0.9899,0.0001,0.0101,0.011,0.0101,0.9366995073891626,0.9444444444444444
14.0,0.9899,0.0001,0.0101,0.0111,0.0101,0.9366995073891626,0.9444444444444444
14.0,0.989,0.0001,0.0101,0.011,0.0101,0.9366995073891626,0.9444444444444444
14.0,0.988,0.0001,0.0101,0.011,0.0101,0.9366995073891626,0.9444444444444444
14.0,0.9898,0.0001,0.0101,0.011,0.0101,0.9366995073891626,0.9444444444444444
14.0,0.9889,0.0001,0.0101,0.011,0.011,0.9366995073891626,0.9444444444444444
14.0,0.9887,0.0001,0.0101,0.011,0.0101,0.9366995073891626,0.9444444444444444
14.0,0.9885,0.0001,0.0101,0.011,0.0101,0.9366995073891626,0.9444444444444444
14.0,0.9888,0.0001,0.0101,0.011,0.0101,0.9366995073891626,0.9444444444444444
14.0,0.9888,0.0002,0.0101,0.011,0.0101,0.9366995073891626,0.9444444444444444
14.0,0.9889,0.0001,0.0102,0.0109,0.0102,0.9366995073891626,0.9444444444444444
14.0,0.9889,0.0001,0.0101,0.011,0.0101,0.9366995073891626,0.9444444444444444
14.0,0.9898,0.0001,0.0101,0.0111,0.0101,0.9366995073891626,0.9444444444444444
14.0,0.9889,0.0001,0.0101,0.011,0.0101,0.9366995073891626,0.9444444444444444
14.0,0.989,0.0001,0.0102,0.011,0.0102,0.9366995073891626,0.9444444444444444
14.0,0.9895,0.0001,0.0101,0.011,0.0101,0.9366995073891626,0.9444444444444444
14.0,0.9899,0.0001,0.0101,0.011,0.0101,0.9366995073891626,0.9444444444444444
14.0,0.9899,0.0001,0.0102,0.011,0.0102,0.9366995073891626,0.9444444444444444
14.0,0.9899,0.0001,0.0101,0.011,0.0101,0.9366995073891626,0.9444444444444444
14.0,0.9889,0.0001,0.0101,0.011,0.0101,0.9366995073891626,0.9444444444444444
