n_estimators,learning_rate,score,generalization_score
63.0,1.6646722614124752,0.9305418719211822,0.9166666666666666
87.0,1.722894536960943,0.9157635467980295,0.9722222222222222
66.0,0.008354270566129,0.9152709359605913,0.9444444444444444
37.0,0.000192116597574,0.8317733990147783,0.7777777777777778
35.0,0.024452630570839,0.9152709359605913,0.9444444444444444
88.0,3.4429046877154614,0.7940886699507389,0.8333333333333334
100.0,0.621707347493939,0.9504926108374384,1.0
100.0,0.9875543356072998,0.9364532019704435,1.0
95.0,0.11152031821937462,0.9078817733990148,0.9722222222222222
100.0,0.7079425241808253,0.9647783251231529,0.9722222222222222
96.0,0.010000023025877438,0.9295566502463055,0.9444444444444444
100.0,0.7943282347242815,0.9507389162561577,0.9722222222222222
100.0,0.15849004911807973,0.9221674876847292,1.0
96.0,0.15589959967781208,0.8935960591133005,0.9166666666666666
96.0,0.999997697417558,0.922167487684729,0.8611111111111112
100.0,1.000002302587744,0.922167487684729,0.8611111111111112
87.0,9.99997697417558,0.8514778325123153,0.8333333333333334
100.0,0.933256449696906,0.9650246305418719,0.9722222222222222
94.0,0.9565264859012099,0.9647783251231526,0.9722222222222222
100.0,0.9020570394545967,0.9576354679802958,0.9722222222222222
92.0,0.9995096696264401,0.9152709359605911,0.8611111111111112
91.0,0.9789781526825762,0.9507389162561577,0.9722222222222222
100.0,0.951263865400587,0.97192118226601,0.9722222222222222
59.0,0.0014997677134390684,0.9088669950738917,0.9166666666666666
100.0,0.9387393003533595,0.9650246305418719,0.9444444444444444
100.0,0.9611673283438209,0.9650246305418719,1.0
100.0,0.9826028059841582,0.9435960591133006,1.0
100.0,0.9506704613771542,0.9576354679802955,0.9722222222222222
100.0,0.9977000638225533,0.9152709359605911,0.8611111111111112
100.0,0.9586719048881107,0.9576354679802955,0.9722222222222222
