alpha,batch_size,depth,learning_rate_init,width,acc,bal_acc,f1,precision,generalization_score,time_init,time_final,score
0.00027825593,64,2,0.0059948424,645,0.9965317919075145,0.9902930402930403,0.9938107108289949,0.9979303278688525,0.9965317919075145,1700166611.5627635,1700166611.6063468,0.998443579766537
0.12915497,6,1,1e-05,101,0.8566473988439306,0.4365225683407501,0.4148086662150078,0.39607552914309335,0.8566473988439306,1700166611.6076856,1700166611.6510851,0.8560311284046692
1e-08,25,2,0.0004641589,256,0.9953757225433526,0.989010989010989,0.9929401972559599,0.997527155804345,0.9953757225433526,1700166611.653225,1700166611.6958797,0.9972762645914397
0.00027825593,4,2,0.00012915497,101,0.9988439306358381,0.9987179487179487,0.9991448880337768,0.9995901639344262,0.9988439306358381,1700166611.697912,1700166611.7404015,0.998443579766537
4.641589e-06,64,2,3.5938137e-05,161,0.9757225433526012,0.9279281324735871,0.9510266122977593,0.9826549947054974,0.9757225433526012,1700166611.7424526,1700166611.785261,0.984046692607004
0.016681006,10,3,1e-05,1024,0.9965317919075145,0.9911618684345957,0.9938254425231448,0.9970901639344263,0.9965317919075145,1700166613.4517639,1700166613.5213456,0.998443579766537
1e-08,4,1,1e-05,16,0.8566473988439306,0.44357385039203223,0.4286561116109686,0.4463390850298018,0.8566473988439306,1700166616.140646,1700166616.2091663,0.8587548638132297
0.00027825593,6,2,3.5938137e-05,645,0.9976878612716762,0.9915750915750916,0.9946658227952179,0.9983401639344263,0.9976878612716762,1700166619.1207764,1700166619.18953,0.9988326848249027
1.0,40,2,3.5938137e-05,161,0.884393063583815,0.5272780250052977,0.5397012384270218,0.6639865158354677,0.884393063583815,1700166620.8422325,1700166620.9096255,0.8906614785992218
7.742637e-08,25,3,1e-05,1024,0.993063583815029,0.9814549087276361,0.9869957667048614,0.9950526930571275,0.993063583815029,1700166672.7862768,1700166672.8529074,0.9976653696498055
0.016681006,16,2,0.021544347,256,0.9722543352601156,0.9518738836920655,0.9493565476108181,0.9552518439960306,0.9722543352601156,1700166674.760296,1700166674.828894,0.9848249027237355
0.0021544348,4,2,0.00012915497,256,0.9988439306358381,0.9987179487179487,0.9991448880337768,0.9995901639344262,0.9988439306358381,1700166676.9954085,1700166677.0639548,1.0
1.0,4,2,0.00012915497,645,0.6994219653179191,0.25,0.20578231292517007,0.17485549132947978,0.6994219653179191,1700166732.6508706,1700166732.7168374,0.7003891050583657
1e-08,4,2,0.0004641589,1024,0.9988439306358381,0.9928571428571429,0.9955209347614411,0.99875,0.9988439306358381,1700166735.73431,1700166735.804237,0.9988326848249027
0.0021544348,10,1,0.0004641589,1024,0.9942196531791907,0.9768761541488813,0.9848833455905417,0.9946190882621311,0.9942196531791907,1700166738.3918672,1700166738.459939,0.9980544747081712
1e-08,4,3,1e-05,1024,0.9953757225433526,0.9840190112917386,0.9887211744283704,0.9959011395441824,0.9953757225433526,1700166792.8656237,1700166792.933395,0.9980544747081712
1.0,10,2,0.0004641589,406,0.7930635838150288,0.35471498198770923,0.3472368904552532,0.34864196700939265,0.7930635838150288,1700166795.3798292,1700166795.4476898,0.8062256809338522
1e-08,25,3,0.0004641589,1024,0.9942196531791907,0.9877289377289378,0.9889226533963109,0.991277155804345,0.9942196531791907,1700166852.4012837,1700166852.4656599,0.9980544747081712
1e-08,4,2,0.0004641589,256,0.9953757225433526,0.989010989010989,0.9929401972559599,0.997527155804345,0.9953757225433526,1700166854.095019,1700166854.1572046,0.9980544747081712
1.0,256,3,1e-05,16,0.4959537572254335,0.26521508794236065,0.1799595138413091,0.1900369259467975,0.4959537572254335,1700166912.4887154,1700166912.5559022,0.4770428015564202
1.0,101,3,1e-05,1024,0.9549132947976879,0.8119471437653256,0.839779327956979,0.9629996684099179,0.9549132947976879,1700166914.5235782,1700166914.5913887,0.9649805447470816
0.00027825593,6,2,0.00012915497,406,0.9976878612716764,0.992443919716647,0.994680554489368,0.9975,0.9976878612716764,1700167032.587908,1700167032.6543238,0.9992217898832685
1e-08,10,3,0.00012915497,256,0.9953757225433526,0.989010989010989,0.9929404080156645,0.9974951045222935,0.9953757225433526,1700167034.413573,1700167034.4803455,0.9980544747081712
1e-08,6,1,3.5938137e-05,256,0.9861271676300578,0.944458571731299,0.9631378390876799,0.9883610658300783,0.9861271676300578,1700167093.1256962,1700167093.1890402,0.9902723735408561
3.5938137e-05,10,2,0.0004641589,1024,0.9953757225433526,0.9898798171525445,0.9929705483726707,0.9966448895118791,0.9953757225433526,1700167095.0632832,1700167095.1291313,0.998443579766537
0.00027825593,16,2,0.0004641589,101,0.9965317919075145,0.9911618684345957,0.9938254425231448,0.9970901639344263,0.9965317919075145,1700167154.18739,1700167154.2555854,0.9976653696498055
1e-08,4,2,1e-05,161,0.983815028901734,0.9527472527472527,0.969144399281415,0.9899497102785575,0.983815028901734,1700167212.695681,1700167212.741114,0.9914396887159533
1e-08,16,2,1e-05,101,0.9352601156069366,0.7669345805709443,0.8016030376125537,0.9500125162450892,0.9352601156069366,1700167215.5229917,1700167215.567939,0.943579766536965
1e-08,10,3,1e-05,161,0.9884393063583814,0.9646050918778193,0.9757033698007906,0.9918087267892097,0.9884393063583814,1700167273.0127397,1700167273.080646,0.9941634241245136
0.00027825593,4,2,0.00012915497,645,0.9953757225433526,0.9898798171525445,0.9929705483726707,0.9966448895118791,0.9953757225433526,1700167332.8756964,1700167332.944007,0.998443579766537
