max_depth,max_features,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,score,generalization_score
7.0,0.011265210225126,0.274831238939354,0.054422714725212006,0.069008212877464,0.036168510137228,1.0114978595617456,0.9855093540248692
4.0,0.172123011285296,0.14982733683726102,0.028248176259675004,0.17360272472826802,0.07840682962187401,0.9858521258637725,0.9646193008970592
3.0,0.10590453897230101,0.092219932823457,0.21250560448987502,0.5060846317508411,0.068447432971658,1.0112739879951866,0.9855093540248692
13.0,0.014419271426492,0.25262304506085204,0.012892792521465002,0.07151151593956201,0.01455982567691,1.0114978595617456,0.9855093540248692
3.0,0.15519793585483901,0.11300600030211701,0.015162093706799001,0.027520151502054002,0.039018899440327,0.9703719286425102,0.9646193008970592
9.0,0.2335,0.001,0.0224,0.0284,0.0195,0.7568731283105666,0.7203744112648575
9.0,0.7304,0.0001,0.0101,0.0101,0.0101,0.7589779109890064,0.703380358871319
9.0,0.3212,0.0001,0.0115,0.0201,0.0195,0.775645334860837,0.7201281822137477
10.0,0.2598,0.0002,0.0154,0.0141,0.0252,0.7655475670187919,0.740842251790559
13.0,0.4266,0.0003,0.0123,0.0272,0.0339,0.789017364478096,0.6944229428599807
9.0,0.1635,0.0199,0.0105,0.0471,0.0244,0.7760017900075862,0.7372395129037085
12.0,0.1111,0.2589,0.0101,0.0101,0.0101,1.0114978595617456,0.9855093540248692
11.0,0.4666,0.0412,0.0119,0.0143,0.029,0.844363380341399,0.757170213654651
7.0,0.2377,0.0023,0.0195,0.023,0.0267,0.7689979779401417,0.7373027564877966
13.0,0.1046,0.0464,0.0173,0.0207,0.0291,0.9002020123580177,0.856875960601389
11.0,0.8141,0.0989,0.0101,0.0232,0.0265,0.9056250618386124,0.8801940365277672
15.0,0.2597,0.0001,0.0111,0.0111,0.0101,0.7843917419953087,0.7051457848365977
15.0,0.1621,0.033,0.0101,0.0101,0.0101,0.8037062722747823,0.8088387316099055
12.0,0.7342,0.0001,0.0149,0.0175,0.0254,0.7563171560797055,0.6920125079975873
15.0,0.9831,0.0001,0.0101,0.0101,0.0101,0.8169611691579111,0.6480481739978617
12.0,0.6751,0.0002,0.0101,0.0421,0.0188,0.7730201849951779,0.6566284332794595
8.0,0.2155,0.0382,0.0102,0.0827,0.0241,0.8328169845331542,0.789455960537521
10.0,0.3034,0.0364,0.0129,0.0775,0.0356,0.7881689272567594,0.7299518151349627
14.0,0.2674,0.1526,0.0101,0.0101,0.0101,0.9631426334944159,0.944783093450801
10.0,0.1289,0.001,0.0101,0.0101,0.0101,0.7858379380464874,0.6783466664381756
9.0,0.4877,0.0051,0.0101,0.0101,0.0195,0.719818056444953,0.6741065491216799
12.0,0.5175,0.04,0.0101,0.0101,0.0101,0.7999424162969679,0.7144037985542708
12.0,0.1234,0.0321,0.0178,0.0245,0.0154,0.8710269488701676,0.8334526707734843
14.0,0.5352,0.15,0.0101,0.0101,0.0101,0.9421246900518346,0.9242517521953656
11.0,0.4325,0.0032,0.0107,0.0117,0.0163,0.7710283743676826,0.6902509597012998
