max_depth,max_features,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,score,generalization_score
15.0,0.12361635568470201,0.48634217998244206,0.161502478063277,0.24683810216787802,0.023186415725322002,1.0114978595617456,0.9855093540248692
15.0,0.010290425114510001,0.126491181191721,0.054310392782503006,0.35922287866378605,0.021583731917407003,1.0178732782651996,0.9855093540248692
13.0,0.917294948261656,0.08192112070234901,0.102237798808069,0.010421565748011001,0.045017488943327,0.8951773238187373,0.9304965367126954
2.0,0.8112044630651181,0.21807332343989802,0.401751700754077,0.370834301903653,0.291204965854912,1.0114978595617456,0.9855093540248692
3.0,0.014111397905356001,0.30037136068888404,0.019226752087066,0.29077647894117903,0.049017393208869005,1.0114978595617456,0.9855093540248692
12.0,0.4841,0.0241,0.0188,0.0219,0.0701,0.8480364829729636,0.736085528093368
12.0,0.6438,0.1267,0.0101,0.0489,0.0101,0.9267806987519162,0.9200590488121294
12.0,0.9082,0.2196,0.0177,0.0176,0.2463,0.9945457198241568,0.9759816265267685
11.0,0.98,0.0001,0.0101,0.0101,0.0101,0.8239601208852086,0.6540127944810433
11.0,0.8999,0.0267,0.0113,0.0108,0.0348,0.8130653335688359,0.7170295902572386
10.0,0.7628,0.0535,0.0106,0.0105,0.0306,0.8478935889862333,0.7804610069425318
13.0,0.6245,0.0216,0.0123,0.0214,0.0381,0.7385829856331143,0.6951233281973963
13.0,0.1453,0.0346,0.0145,0.0219,0.015,0.8125123884902574,0.8087892442301475
13.0,0.4765,0.0111,0.0119,0.0117,0.011,0.7720065318329953,0.6797235120236081
15.0,0.9899,0.0001,0.0101,0.0112,0.0101,0.8169611691579111,0.6480481739978617
13.0,0.6112,0.0101,0.0101,0.0112,0.0101,0.7843292000676556,0.708379997535362
15.0,0.5744,0.0223,0.0134,0.0483,0.0192,0.7168539926423433,0.7119305400606651
14.0,0.3278,0.0525,0.0128,0.0113,0.0109,0.8501323989947951,0.7580490746204066
15.0,0.5354,0.0489,0.0102,0.0154,0.0153,0.8004153067979101,0.7780200417882004
15.0,0.2272,0.0783,0.0105,0.0101,0.0183,0.8897129584353289,0.9134475985635437
15.0,0.3514,0.0167,0.0101,0.0101,0.0101,0.7959711739092807,0.7405552645750023
15.0,0.1099,0.0123,0.0101,0.0101,0.0101,0.7496594066929593,0.6938368207422749
11.0,0.1461,0.0285,0.0101,0.0101,0.0101,0.7738077128024005,0.8051430299811471
15.0,0.5094,0.0147,0.0134,0.0379,0.0223,0.7763566037516009,0.6847848179929616
15.0,0.2183,0.0001,0.0101,0.0101,0.0101,0.7843917419953087,0.7051457848365977
13.0,0.6799,0.0122,0.0103,0.0134,0.0211,0.7298777243385238,0.6981906436435424
13.0,0.5543,0.0367,0.0115,0.0122,0.0111,0.7766891533491541,0.7400133110710638
15.0,0.5793,0.0209,0.0104,0.0102,0.0181,0.765734168251062,0.727136354705469
9.0,0.1266,0.0561,0.0114,0.0107,0.0161,0.9463749450812754,0.8613430197564349
11.0,0.2001,0.0548,0.0141,0.0105,0.0141,0.8762425530909737,0.8492313904945451
