n_estimators,learning_rate,score,generalization_score
100.0,4.60030680449031,1.4378683188403114,1.3694056902740672
22.0,9.890143127152722,12.932527744208732,15.727476699531758
31.0,0.009613989345165,0.8088478974833377,0.8994619586484256
45.0,0.22321849928717602,0.6790679424507082,0.8030855511489656
94.0,1.704333511590947,0.6057615795493413,0.7094867803695684
100.0,0.9982055954997424,0.605422252841534,0.6910913493974178
64.0,0.9176752102775675,0.6218853942423792,0.7036616498390379
86.0,0.9982400728950016,0.5996556723628459,0.7234003375466385
78.0,0.9980056500882508,0.6307168090684602,0.6653291774895284
88.0,0.9983733966947383,0.6253959267343946,0.6949198193671309
85.0,0.9982837459718344,0.6237237460180864,0.7101309435118383
87.0,0.9984147766668691,0.6072576260574574,0.7105474251248602
85.0,0.9982515656247144,0.6071960191099813,0.6963680705803363
86.0,0.9982400728950016,0.5996556723628459,0.7234003375466385
94.0,0.9982400728950016,0.6012824646254777,0.7173062611738523
89.0,0.9982354758401646,0.5943350706140528,0.7205826033104813
90.0,0.9982354758401646,0.5991160417514236,0.7232497386373922
81.0,0.9982377743649369,0.6095621163441484,0.7325473871955468
91.0,0.9982354758401646,0.593633304566918,0.7198087963306063
91.0,0.9982354758401646,0.593633304566918,0.7198087963306063
91.0,0.9982354758401646,0.593633304566918,0.7198087963306063
92.0,0.998233177320685,0.5794135905432528,0.693749074393973
93.0,0.9982308788064977,0.5917034938374601,0.6979893055173504
92.0,0.998233177320685,0.5794135905432528,0.693749074393973
96.0,0.9982354758401646,0.5943828616734393,0.7182409103744518
94.0,0.998233177320685,0.5781240011886927,0.6917460228098196
94.0,0.998233177320685,0.5781240011886927,0.6917460228098196
95.0,0.998233177320685,0.5824018263259472,0.6995201286112612
94.0,0.998233177320685,0.5781240011886927,0.6917460228098196
94.0,0.998233177320685,0.5781240011886927,0.6917460228098196
