hidden_layer_sizes,alpha,batch_size,learning_rate_init,power_t,momentum,score,generalization_score
78.0,3.883695706453229,237.0,0.0008689532004960001,0.202241135091972,0.0029054467420260004,0.36666666666666664,0.2
155.0,5.244489926659613e-05,126.0,0.003395868952889,0.603652105657949,0.11188740474257401,0.36666666666666664,0.2
125.0,0.033172779961338,183.0,0.000108141489166,0.33205822617954,0.016662743799897,0.30833333333333335,0.43333333333333335
77.0,6.573466211768384,81.0,0.000141734398014,0.12908524487849402,0.003508343843278,0.6333333333333333,0.7666666666666667
124.0,0.024807944140628,63.0,0.011748020174759,0.35554280982451203,0.003187109691163,0.6666666666666667,0.5666666666666667
139.0,0.0006830147774268548,35.0,0.004499619601415865,0.664,0.19083,0.36666666666666664,0.2
139.0,0.03300135713478639,59.0,0.003962850602897115,0.563,0.01457,0.36666666666666664,0.2
123.0,0.021275564894259462,16.0,0.0036899527072155663,0.141,0.10791,0.6749999999999999,0.5
164.0,0.08336980774632201,24.0,0.09477796944665064,0.207,0.38713,0.9166666666666666,0.9666666666666667
198.0,0.008566698846644039,84.0,0.00769230861877654,0.389,0.75034,0.6583333333333334,0.5333333333333333
188.0,0.00046301003099523446,48.0,0.007007535394104581,0.661,0.99711,0.5416666666666667,0.8
120.0,0.07273814143389029,21.0,0.0250210136598405,0.216,0.83257,0.9333333333333333,0.6333333333333333
78.0,0.012780366259383547,25.0,0.05383139073911558,0.543,0.86225,0.8583333333333332,0.6666666666666666
62.0,0.0854776748413651,11.0,0.08610072333675185,0.119,0.86221,0.8916666666666668,1.0
164.0,0.06829518723379936,15.0,0.09570885045203294,0.123,0.95565,0.95,1.0
158.0,0.06583315972980892,12.0,0.0951281169449339,0.123,0.99857,0.9333333333333332,1.0
169.0,0.07385977834694543,16.0,0.09878188288339289,0.128,0.98919,0.85,1.0
164.0,0.06829518723379936,15.0,0.09570885045203294,0.123,0.95565,0.95,1.0
197.0,0.08330270422933364,14.0,0.09488345711635697,0.123,0.99888,0.875,1.0
163.0,0.07136244150031262,15.0,0.0957120019060607,0.123,0.95525,0.9583333333333334,0.9666666666666667
166.0,0.08323918129006548,15.0,0.0957122443298994,0.123,0.95534,0.8666666666666666,1.0
173.0,0.0705887839070286,17.0,0.09571120852324527,0.123,0.95528,0.825,1.0
130.0,0.0018797240586169836,17.0,0.07675251231468452,0.131,0.99277,0.9083333333333334,1.0
162.0,0.07135695348700731,15.0,0.09571195782906507,0.123,0.95525,0.9333333333333333,1.0
199.0,0.07696904534612048,50.0,0.09528584726574449,0.123,0.95525,0.925,0.9666666666666667
163.0,0.07136244150031262,15.0,0.0957120019060607,0.123,0.95525,0.9583333333333334,0.9666666666666667
166.0,0.08526584493081533,17.0,0.0957122443298994,0.123,0.95534,0.8333333333333334,1.0
199.0,0.07136245793212392,50.0,0.0957120019060607,0.123,0.95525,0.925,0.9666666666666667
165.0,0.07136244150031262,15.0,0.0957120019060607,0.123,0.95525,0.9583333333333334,0.9666666666666667
164.0,0.07136244150031262,15.0,0.0957120019060607,0.123,0.95525,0.95,1.0
