alpha,batch_size,depth,learning_rate_init,width,acc,bal_acc,f1,precision,generalization_score,time_init,time_final,score
0.00027825593,64,2,0.0059948424,645,0.8559241706161138,0.6712814245810057,0.6851503776375416,0.7158492114003703,0.8559241706161138,1700180705.5862167,1700180705.6299174,0.9135566188197768
0.12915497,6,1,1e-05,101,0.8559241706161137,0.5660614525139664,0.5781217999187969,0.7378111100822649,0.8559241706161137,1700180705.6314738,1700180705.675051,0.8558213716108455
1e-08,25,2,0.0004641589,256,0.861611374407583,0.6720670391061453,0.6928926021126204,0.7305896900304385,0.861611374407583,1700180705.6771605,1700180705.7195833,0.9237639553429027
0.00027825593,4,2,0.00012915497,101,0.856872037914692,0.6487430167597765,0.6695115095266341,0.7209787467221672,0.856872037914692,1700180705.72162,1700180705.7639816,0.9196172248803828
4.641589e-06,64,2,3.5938137e-05,161,0.8682464454976303,0.6297835195530725,0.6612400165127705,0.7675864385041423,0.8682464454976303,1700180705.7660375,1700180705.8084733,0.8708133971291865
0.00027825593,10,3,0.021544347,256,0.8398104265402844,0.5539979050279329,0.5338869358738758,0.5713552825394338,0.8398104265402844,1700180708.5536163,1700180708.623807,0.8468899521531101
0.00027825593,10,3,0.021544347,256,0.8398104265402844,0.5539979050279329,0.5338869358738758,0.5713552825394338,0.8398104265402844,1700180710.133469,1700180710.2007134,0.8468899521531101
0.00027825593,6,2,0.0004641589,1024,0.8729857819905213,0.689036312849162,0.7149218473288856,0.7649203248985148,0.8729857819905213,1700180711.6518993,1700180711.7179189,0.9253588516746412
0.00027825593,10,3,0.0004641589,256,0.862559241706161,0.6700593575418994,0.6926215358422547,0.7362277212293162,0.862559241706161,1700180713.9668164,1700180714.0333712,0.9282296650717703
0.00027825593,10,2,0.00012915497,161,0.8549763033175355,0.6424930167597765,0.6628332596540534,0.7202893337396443,0.8549763033175355,1700180767.6949985,1700180767.7610235,0.9208931419457734
1e-08,4,2,1e-05,1024,0.8710900473933649,0.659689245810056,0.6889600596073849,0.7620069242774983,0.8710900473933649,1700180769.1962688,1700180769.263891,0.8992025518341308
0.00027825593,6,2,1e-05,406,0.8720379146919431,0.6371508379888268,0.6704584888322821,0.7803328993699616,0.8720379146919431,1700180770.9539177,1700180771.023923,0.8775119617224879
0.00027825593,10,3,0.00012915497,256,0.84739336492891,0.6482891061452514,0.6636552277584408,0.6907035734832726,0.84739336492891,1700180826.6171885,1700180826.6828592,0.9228070175438596
1.0,101,1,1e-05,1024,0.8559241706161137,0.5686277932960894,0.5810866645489543,0.7339058297835535,0.8559241706161137,1700180829.338411,1700180829.4078171,0.8548644338118023
0.00027825593,10,3,0.0004641589,256,0.862559241706161,0.6700593575418994,0.6926215358422547,0.7362277212293162,0.862559241706161,1700180831.0242884,1700180831.0895674,0.9282296650717703
0.00027825593,10,2,0.0004641589,256,0.8559241706161137,0.6764141061452513,0.6922724419868875,0.7177993808684422,0.8559241706161137,1700180887.4455597,1700180887.5105107,0.9192982456140351
0.00027825593,6,2,0.0004641589,256,0.8701421800947867,0.6822276536312849,0.7075243808932637,0.7521817508901487,0.8701421800947867,1700180888.9619217,1700180889.0294836,0.9228070175438596
5.994842e-07,6,3,0.0004641589,1024,0.8625592417061612,0.6700593575418994,0.6925724715986534,0.7313912928254893,0.8625592417061612,1700180947.3655415,1700180947.433586,0.9231259968102075
3.5938137e-05,4,3,0.00012915497,101,0.8616113744075831,0.6464036312849162,0.6723769845922344,0.7367998600201607,0.8616113744075831,1700180950.7254708,1700180950.7973754,0.9304625199362041
0.00027825593,10,3,0.0004641589,256,0.862559241706161,0.6700593575418994,0.6926215358422547,0.7362277212293162,0.862559241706161,1700181006.3691568,1700181006.437579,0.9282296650717703
0.00027825593,16,3,0.00012915497,256,0.8559241706161138,0.6507506983240223,0.6728823044927501,0.7199547182307717,0.8559241706161138,1700181009.2572765,1700181009.3257058,0.9250398724082934
3.5938137e-05,4,3,0.00012915497,101,0.8616113744075831,0.6464036312849162,0.6723769845922344,0.7367998600201607,0.8616113744075831,1700181010.6539178,1700181010.7213538,0.9304625199362041
1e-08,4,3,3.5938137e-05,161,0.8625592417061612,0.6674930167597766,0.691667831736889,0.7361393363860469,0.8625592417061612,1700181127.8794453,1700181127.9477835,0.9282296650717703
3.5938137e-05,4,2,0.0004641589,101,0.8559241706161138,0.6533170391061452,0.6755909664928522,0.719833365212316,0.8559241706161138,1700181129.5423403,1700181129.6090462,0.9259968102073366
4.641589e-06,6,3,0.0004641589,256,0.862559241706161,0.6726256983240223,0.6954732419328049,0.7370254926833739,0.862559241706161,1700181188.601902,1700181188.6725292,0.9212121212121213
0.00027825593,4,3,0.00012915497,256,0.8521327014218009,0.6818784916201118,0.6924897945781022,0.7114012975064244,0.8521327014218009,1700181190.1733043,1700181190.24073,0.9253588516746412
4.641589e-06,4,3,0.00012915497,406,0.8540284360189574,0.6419343575418994,0.6626323551165767,0.7101271095025795,0.8540284360189574,1700181249.273326,1700181249.3437233,0.9263157894736842
0.00027825593,16,3,0.00012915497,406,0.8540284360189574,0.6547660614525139,0.6723030107805982,0.705312330524001,0.8540284360189574,1700181308.636861,1700181308.7039976,0.932695374800638
0.016681006,4,3,0.0004641589,256,0.8682464454976302,0.6528805865921787,0.6834808697498655,0.7579638661669197,0.8682464454976302,1700181310.490628,1700181310.559276,0.8822966507177034
0.016681006,4,2,0.0004641589,256,0.8701421800947867,0.6385998603351956,0.6714332085781443,0.7769448400847054,0.8701421800947867,1700181368.8222134,1700181368.8892915,0.8711323763955342
