max_depth,max_features,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,score,generalization_score
9.0,0.258943323491781,0.14545236945647202,0.07301276842154,0.6053358137165971,0.32727366913738304,0.9076923076923077,0.9035087719298246
3.0,0.025916788312907002,0.025733601650414002,0.055597475198167004,0.011471547768812,0.059174926217381005,0.9076923076923077,0.9035087719298246
10.0,0.035954977598076004,0.338127450990065,0.099695146946049,0.011165009283219,0.088018302545044,0.6373626373626373,0.5877192982456141
5.0,0.06735821318219401,0.141762540885659,0.148435914494946,0.075680665183566,0.018413537756286,0.9076923076923077,0.9035087719298246
9.0,0.360764343380227,0.153181766188089,0.023722057013521,0.059463312150988004,0.38253570233160905,0.90989010989011,0.8947368421052632
12.0,0.3696,0.0678,0.0178,0.0446,0.0328,0.8945054945054945,0.9035087719298246
11.0,0.5024,0.0808,0.0154,0.0347,0.2422,0.8945054945054945,0.9035087719298246
12.0,0.6743,0.2272,0.0115,0.0196,0.2205,0.8835164835164836,0.9035087719298246
9.0,0.3461,0.3099,0.0101,0.0816,0.0101,0.7868131868131868,0.9035087719298246
9.0,0.5664,0.0048,0.0101,0.0424,0.1936,0.8945054945054945,0.9035087719298246
13.0,0.6867,0.3325,0.0122,0.0142,0.3288,0.6835164835164835,0.5877192982456141
13.0,0.3489,0.2301,0.0148,0.0894,0.2479,0.9076923076923077,0.9035087719298246
8.0,0.985,0.0001,0.0101,0.0101,0.2422,0.8923076923076924,0.9035087719298246
10.0,0.6716,0.2455,0.0101,0.0101,0.0101,0.8835164835164836,0.9035087719298246
7.0,0.3781,0.2884,0.0101,0.0101,0.0101,0.8945054945054945,0.9035087719298246
11.0,0.1524,0.2099,0.0111,0.0214,0.2511,0.9076923076923077,0.9035087719298246
10.0,0.2053,0.0117,0.0101,0.011,0.0101,0.9208791208791209,0.956140350877193
11.0,0.2389,0.0001,0.0101,0.0582,0.0101,0.9098901098901099,0.9210526315789473
10.0,0.5367,0.0001,0.0101,0.0101,0.0101,0.9274725274725275,0.9736842105263158
14.0,0.4587,0.001,0.0101,0.0101,0.0101,0.9340659340659341,0.956140350877193
15.0,0.6579,0.0032,0.0101,0.0101,0.0101,0.9120879120879121,0.9473684210526315
11.0,0.8867,0.0001,0.0101,0.0101,0.0101,0.923076923076923,0.9736842105263158
10.0,0.9899,0.0001,0.0101,0.0101,0.0101,0.9230769230769231,0.9473684210526315
12.0,0.4884,0.0001,0.0101,0.0293,0.0101,0.923076923076923,0.9385964912280702
12.0,0.45,0.0001,0.0101,0.02,0.0101,0.9274725274725275,0.956140350877193
12.0,0.6485,0.0001,0.0101,0.0101,0.0101,0.9340659340659341,0.9649122807017544
15.0,0.688,0.0001,0.0101,0.0101,0.0101,0.90989010989011,0.9736842105263158
14.0,0.459,0.0001,0.0101,0.0101,0.0101,0.9274725274725275,0.956140350877193
11.0,0.6933,0.0001,0.0101,0.0101,0.0101,0.90989010989011,0.9736842105263158
10.0,0.1219,0.0001,0.0101,0.0989,0.0101,0.9010989010989011,0.9035087719298246
