n_estimators,learning_rate,score,generalization_score
100.0,4.60030680449031,1.724586784776123,1.90973429359913
22.0,9.890143127152722,8.561790393337064,10.355365794544932
31.0,0.009613989345165,0.9226517985101499,0.7634543751884199
45.0,0.22321849928717602,0.7845056418757841,0.7301799029458287
94.0,1.704333511590947,0.7694562220053606,0.6049698207513512
70.0,1.0003293238835056,0.7688106852706296,0.6317015924601964
67.0,0.0002503640682870193,0.9397059764627524,0.7916436427946784
54.0,0.9998319254143274,0.7640122941818488,0.6772081888978724
59.0,0.9998572499139976,0.7533343866438614,0.6903839772965609
61.0,0.9998457386982678,0.7571070866859391,0.6876971398627768
77.0,0.999937832134991,0.7500191532333118,0.6978237460701103
83.0,0.9999447394846867,0.7575751128630714,0.6870721026163074
73.0,0.9999355296956955,0.7593263742677635,0.702339039378117
78.0,0.9999332272617018,0.7343660785378087,0.6846359014737812
79.0,0.9999332272617018,0.7334617084779541,0.696830253607001
79.0,0.9999332272617018,0.7334617084779541,0.696830253607001
79.0,0.9999332272617018,0.7334617084779541,0.696830253607001
80.0,0.9999355296956955,0.7623507873307807,0.6914703058075128
80.0,0.9999332272617018,0.7403306733502621,0.6914703058075128
81.0,0.9999332272617018,0.7354264908741949,0.6907168302939221
79.0,0.9999332272617018,0.7334617084779541,0.696830253607001
79.0,0.9999332272617018,0.7334617084779541,0.696830253607001
79.0,0.9999332272617018,0.7334617084779541,0.696830253607001
79.0,0.9999332272617018,0.7334617084779541,0.696830253607001
80.0,0.9999309248330094,0.7460190646787294,0.6914703058075128
79.0,0.9999332272617018,0.7334617084779541,0.696830253607001
80.0,0.9999332272617018,0.7403306733502621,0.6914703058075128
80.0,0.9999332272617018,0.7403306733502621,0.6914703058075128
78.0,0.9999355296956955,0.7581183694185415,0.6846359014737812
81.0,0.9999355296956955,0.7553667701164228,0.6907168302939221
