n_estimators,learning_rate,score,generalization_score
27.0,4.546784063337942,2.111178637973896,1.3788702349980009
95.0,0.02653050299604,0.8837370996446046,0.7502260435296766
39.0,0.0005917433219460001,0.9404760848637471,0.811225691363573
73.0,0.000397880553092,0.9308390898091601,0.7862115105553619
54.0,0.145776880681752,0.811948946531112,0.7166721467539522
100.0,0.15154478642998306,0.7863513178204933,0.6872162635546104
100.0,0.1,0.8204413022981146,0.6961659119111486
27.0,0.002436037671208318,0.9602365143970575,0.7941034809842633
100.0,0.06630480467161089,0.8357227165178454,0.7187862130882903
43.0,0.010431673844514364,0.9349998820405917,0.7714452822326061
100.0,0.25800136281503555,0.7680234432310638,0.6874149166097192
44.0,0.4179015673704908,0.7837135284597582,0.709241104409532
100.0,0.9428921064567032,0.7545203548594559,0.6634564276697884
10.0,0.1000002302587744,0.9489707450579056,0.7759696422940005
38.0,0.9679055942987643,0.8270947479387376,0.721803173392045
13.0,0.7742638807709317,0.852847527460191,0.8225278744670803
26.0,0.9001647454785737,0.8416404217215081,0.6902428754279367
50.0,0.2177328714179588,0.8038272881823672,0.6961069812879
100.0,0.6371665967793465,0.7593399602242006,0.6663096420637126
12.0,0.00010000046051807894,0.9502283596276098,0.8144366460573697
71.0,0.7456087568923155,0.7291004935260456,0.6658161637755646
39.0,0.4583930242634123,0.7966410965147309,0.7350909339760264
61.0,0.9999654618200617,0.7422703491947449,0.6893135105843087
66.0,0.7191872839961073,0.7687010566579914,0.7047817151095884
61.0,0.4852940872846144,0.7953190652447599,0.7091423954686511
73.0,0.9700676011000655,0.7594245458163827,0.688487842679161
100.0,0.5175913383433799,0.7081882789145234,0.6857452847145632
32.0,0.10210452751900694,0.8724001170851492,0.7828947528592096
86.0,0.3262548676712827,0.7715854558473663,0.7131648608768784
79.0,0.8026607009198699,0.7220765137315472,0.7076066006857553
