n_estimators,learning_rate,score,generalization_score
27.0,4.546784063337942,0.9208791208791209,0.9385964912280702
95.0,0.02653050299604,0.9362637362637363,0.956140350877193
39.0,0.0005917433219460001,0.8967032967032967,0.9035087719298246
73.0,0.000397880553092,0.8967032967032967,0.9035087719298246
54.0,0.145776880681752,0.9670329670329672,0.9649122807017544
100.0,0.19321551639523987,0.9670329670329672,0.9649122807017544
100.0,0.3540234255324267,0.9714285714285715,0.9473684210526315
100.0,0.470091068625295,0.9626373626373625,0.9649122807017544
100.0,0.7756450048813646,0.956043956043956,0.9736842105263158
97.0,0.3379488710652849,0.9626373626373628,0.9736842105263158
100.0,0.9013697934985857,0.9692307692307693,0.956140350877193
100.0,0.9869814719971352,0.9670329670329669,0.9736842105263158
100.0,0.999997697417558,0.9604395604395604,0.956140350877193
100.0,9.99997697417558,0.887912087912088,0.8421052631578947
100.0,0.9884188063493039,0.9670329670329669,0.9736842105263158
100.0,0.8644323275227922,0.9582417582417582,0.9736842105263158
100.0,0.959721004726123,0.9626373626373625,0.9736842105263158
100.0,0.999997697417558,0.9604395604395604,0.956140350877193
66.0,0.43922899333695614,0.9604395604395604,0.956140350877193
100.0,0.9940815192506572,0.964835164835165,0.9736842105263158
78.0,0.3470523583970524,0.9736263736263737,0.9649122807017544
49.0,0.06316609076110029,0.9384615384615385,0.956140350877193
70.0,0.16057280721730532,0.9670329670329669,0.9736842105263158
78.0,0.4065593936573326,0.9626373626373625,0.956140350877193
97.0,0.9996477665295517,0.9538461538461538,0.9649122807017544
97.0,0.9722456304942357,0.9714285714285715,0.9736842105263158
77.0,0.9860251672722333,0.9736263736263737,0.9736842105263158
98.0,0.9389770984504697,0.9626373626373625,0.9736842105263158
84.0,0.7896615645987132,0.9604395604395604,0.9824561403508771
76.0,0.99706621340892,0.9538461538461538,0.9736842105263158
