C,gamma,tol,score,generalization_score
796.3234721775591,0.000352559360037,0.07775663179233801,0.7822660098522167,0.8888888888888888
139.45946057144926,0.0004985730790030001,7.317419987380097e-05,0.7751231527093596,0.8888888888888888
848.8351677146046,0.00010144490860300001,0.000102784931203,0.8312807881773399,0.9166666666666666
20.15461920821694,0.000601704032136,6.176469460575708e-05,0.7822660098522167,0.8611111111111112
388.13222938008863,0.0009624998647970001,4.522399928843747e-05,0.7679802955665025,0.8611111111111112
996.0932565980786,0.00010011173775717826,0.09999016844498194,0.8312807881773399,0.9166666666666666
999.7697679981561,0.0009999976974175576,0.009999997697415176,0.7679802955665025,0.8611111111111112
997.0111150161653,0.00010001335588535835,0.09999995394830877,0.8312807881773399,0.9166666666666666
994.7180530834233,0.00010000207234805651,0.009999997697415176,0.8312807881773399,0.9166666666666666
92.70432584045273,0.00010012971960392403,0.09999967763860658,0.8310344827586207,0.8611111111111112
73.18127976744557,0.0002618369901153257,0.09999958553554218,0.7817733990147784,0.8611111111111112
537.6504331222544,0.00015418460055756852,0.007466581329540152,0.8172413793103448,0.8888888888888888
565.5877570891539,0.00010000990160607648,0.009999995394830872,0.8312807881773399,0.8888888888888888
974.5407417663063,0.0002512013679042088,0.009974393555563342,0.7963054187192118,0.8888888888888888
22.085132034348245,0.00010001519821642564,0.09999990789663869,0.7889162561576355,0.8333333333333334
266.99307671295884,0.00010000184208504053,0.09999995394830877,0.8241379310344827,0.8888888888888888
996.7815711512955,0.00010000115129917385,0.09999997697415171,0.8312807881773399,0.9166666666666666
728.6181745132274,0.00010007232731551763,0.09999944738110461,0.8312807881773399,0.8888888888888888
999.5395890030879,0.00010294564997741313,0.09999997697415171,0.8312807881773399,0.9166666666666666
999.7697679981561,0.0005992071680568299,0.09999990789663869,0.7822660098522167,0.8611111111111112
999.7697679981561,0.0002609155723014136,0.009999986184498988,0.7963054187192118,0.8888888888888888
515.5846748750553,0.0001000707143531729,0.09999983881917339,0.831527093596059,0.8888888888888888
999.3094630025895,0.00010113372414939995,0.09999917107280212,0.8312807881773399,0.9166666666666666
968.5008361475424,0.00012590442675027664,0.08777329458962779,0.8241379310344827,0.9166666666666666
999.3094630025895,0.0001001608496640101,0.09999990789663869,0.8312807881773399,0.9166666666666666
638.5574850788397,0.0001084880742017775,0.09999988487081161,0.8312807881773399,0.8888888888888888
493.40097118795796,0.00010006771892064867,0.09999986184498988,0.831527093596059,0.8888888888888888
393.0972449074674,0.00012225848223941852,0.09999518771294989,0.8243842364532019,0.8888888888888888
585.0594519500057,0.00018365975473039656,0.09999972369017057,0.8172413793103448,0.9166666666666666
522.7571721671628,0.00010015162493365768,0.09999986184498988,0.8243842364532019,0.8888888888888888
